remoteId;published;modified;Titolo;"Titolo breve";Sottotitolo;Descrizione;Testo;Inizio;Termine;Durata;Quando;Orario;Dove;Location;Informazioni;Destinatari;Costi;Stato;Tipologia;Materia;"Tipo evento";Immagine;"Manifestazione collegata (numero)";"Manifestazione collegata (testo)";Manifestazione;Associazione;"Immagine correlata";Progressivo;Link;Comune;lat;lon;address;Fonte
pat_2552988;2014-08-03T00:00:00+02:00;2014-07-09T01:37:00+02:00;"Soldati serradini al servizio del Kaiser";;;;;2014-08-03T00:00:00+02:00;2014-08-08T00:00:00+02:00;;;"Inaugurazione 3 agosto ore 18.45

ore 9.00-12.00 e 15.00-19.00";"Serrada - Casa dei Futuristi, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
MostreSoldati serradini al servizio del KaiserTelefono: 0464/724100 ";;;;Mostra;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552946;2014-08-03T00:00:00+02:00;2014-07-09T01:23:46+02:00;"Teleferiche dell'11ª Armata austro-ungarica, dall'Adige al Brenta (1915-18)";;;;;2014-08-03T00:00:00+02:00;2014-08-03T00:00:00+02:00;;;"ore 21.00";"Serrada - Teatro, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Conferenze e commemorazioni
Settimana del CentenarioA cura di Antonio ZandonatiTelefono: 0464/724100 ";;;;Convegno;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2544187;2014-08-02T00:00:00+02:00;2014-06-20T01:01:35+02:00;"Le energie del bosco e dell'acqua";;;;;2014-08-02T00:00:00+02:00;2014-08-02T00:00:00+02:00;;;;"Frazione San Sebastiano , , Folgaria";;"
Note: Vivi l'Ambiente
Percorso in natura, sabato 5 e 26 luglio, 2 agosto
Dal villaggio cimbro di Tèzzeli, dove si possono scorgere interessanti orti familiari, si raggiunge lantica segheria veneziana, che testimonia come nel corso del 900 gli abitanti dellaltipiano fossero legati alleconomica del bosco. Il percorso e la visita allo storico opificio permetteranno di osservare e parlare delle fonti di energia rinnovabili, utilizzate nel passato, confrontandole con quelle derivanti dallenergia fossile.
Destinatari: tutti
Educatore ambientale: Monica Santini T. 333 6770557
Luogo: frazione San Sebastiano (4 km da Folgaria)
Orario e ritrovo: ore 09.00 c/o il parcheggio di San Sebastiano. Termine attività ore 14.00
Info e prenotazioni: APT Folgaria, Lavarone e Luserna, ufficio di Folgaria T. 0464 724100
Collaborazioni: Magnifica Comunità degli Altipiani Cimbri, Comune di Folgaria, Azienda per il Turismo
Folgaria, Lavarone e Luserna
**
LABORATORIO TERRITORIALE DI EDUCAZIONE AMBIENTALE DELLA VALLAGARINA E ALTIPIANI CIMBRI
c/o Complesso Intercity, Viale Trento 37D
38068 Rovereto
T. 0461 499890
e-mail: LT.EdAmb.vallagarina@provincia.tn.itOrario di apertura: venerdì ore 08.00 - 12.00 (chiuso dal 10 al 17 agosto 2014)Altri organizzatori: P.A.T. Assessorato ai lavori pubblici, ambiente e ai trasporti - Agenzia provinciale per la protezione dellambiente - Rete trentina di educazione ambientale per lo sviluppo sostenibile";;;;"Manifestazioni ed eventi";;;;0;;;;;;"http://www.appa.provincia.tn.it/educazioneambientale/|P.A.T. Assessorato ai lavori pubblici, ambiente e ai trasporti - Agenzia provinciale per la protezione dellambiente - Rete trentina di educazione ambientale per lo sviluppo sostenibile";"Comune di Folgaria";0;0;;
pat_2552965;2014-08-01T00:00:00+02:00;2014-07-09T01:25:29+02:00;"La guerra va al cinema";;;;;2014-08-01T00:00:00+02:00;2014-08-01T00:00:00+02:00;;;"ore 21.00";"Cinema Teatro Dolomiti, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
Film e video
La guerra va al cinema
Ingresso libero
Proiezione dei film
Cerimonia militare
Guerra sull'Adamello
Guerra sulle Alpi
Dal Trentino al Rombon
La battaglia dall'Astico al Piave
con accompagnamento musicale di Francesca BadaliniIn collaborazione con Fondazione Cineteca Italian, presente il direttore Matteo Pavesi.Telefono: 0464/724100 ";;;;Cinema;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2552945;2014-08-01T00:00:00+02:00;2014-07-09T01:23:26+02:00;"D'Annunzio aviatore";;;;;2014-08-01T00:00:00+02:00;2014-08-01T00:00:00+02:00;;;"ore 21.00";"Casa della Cultura, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Conferenze e commemorazioniA cura del Gen. Basilio Di MartinoTelefono: 0464/724100 ";;;;Convegno;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2543638;2014-08-01T00:00:00+02:00;2014-06-15T01:01:14+02:00;"#Albeinmalga: Malga Vallorsara";;;;;2014-08-01T00:00:00+02:00;2014-08-02T00:00:00+02:00;;;;"Malga Vallorsara , , Folgaria";;"
Note: #Albeinmalga
Malga Vallorsara  Vallorsara 1511 mt 1-2 Agosto 2014
 
Venerdì 1 agosto 
Paura della levataccia? Voglia di far compagnia alle nostre mucche? Per i 10 più veloci a prenotarsi, il ritrovo è il giorno prima
Ore 18.00 ritrovo presso loc. Ortesino dove lasceremo le automobili ed i pensieri e partenza verso Malga Vallorsara 
Ore 19.00 arrivo a destinazione: immersa in splendidi e rigogliosi pascoli, Malga Vallorsara risale storicamente ai primi anni del '900 ed è un simbolo della tradizione rurale folgaretana.
Ore 19.30 Tutti a tavola dove saremo deliziati da un menù ricercato che vi farà riscoprire il gusto e i sapori della tipica cucina trentina.
Ore 21.30 Sazi, ma elettrizzati dallatmosfera armati di telescopio tutti ad ammirare il cielo stellato con un esperto e poi tutti a nanna!
Sabato 2 agosto
Ore 6.00 Un po assonnati, ma ricchi di entusiasmo raduneremo le mucche al pascolo assieme alla signora Mirella e al marito Armando e inizieremo le attività dell'alba in malga con la mungitura. 
Ore 7.30 Dopo esserci destreggiati come dei veri malgari il giusto premio: una ricca colazione con formaggi di malga e salumi... tutti prodotti a km0! 
Ore 8.15 Una volta rifocillati le nostre attività proseguiranno: vi insegneremo a produrre il formaggio mettendovi alla prova nella procedura della caseificazione.
Ore 10.00 Si parte per lescursione in direzione Base Tuono a Passo Coe, per una visita guidata all'allestimento museale, dove sono conservate importanti testimonianze storiche relative alla Guerra Fredda.
Ore 12.30 Per una degna conclusione tutti a pranzo presso lOsteria Coe, dove potrete gustare un menù genuino da Christian e Dorina
Costo:
- Costo complessivo dellintero programma albe in malga è di 70 
- Per Bambini con età da 3 a 12 il costo è di 40 
- Bambini sotto i 3 anni (nel letto con i genitori) gratuiti;
Per i nostri ospiti che non possono essere presenti (Peccato!) ad entrambe le giornate, è possibile partecipare (su prenotazione) alla sola giornata di sabato. Il ritrovo è previsto alle ore 5.15 presso lOrtesino e da qui si partirà con un accompagnatore verso Malga Vallorsara che raggiungeremo in circa 45 minuti di camminata. Costo per le sole attività di albe in malga 12  a persona, gratuito per i bambini sotto i 12 anni. Per la proposta comprensiva di attività, escursione, visita a Base Tuono e pranzo allOsteria Coe il costo è di 32 .
Se volete condividere la vostra esperienza di albeinmalga prima, durante e dopo vi invitiamo ad utilizzare
Twitter - #ALBEINMALGA
Facebook - postate su www.facebook.com/visittrentino.it
 
Info e prenotazioni 
 
Apt Alpe Cimbra 
Via Roma, 67
38064 Folgaria (Tn)  Italy
Tel. 0464 724100info@alpecimbra.it";;;;"Manifestazioni ed eventi";;;;0;;;;;;http://www.visittrentino.it/albeinmalga;"Comune di Folgaria";0;0;;
pat_2553071;2014-07-31T00:00:00+02:00;2014-07-10T01:05:09+02:00;"Alla Forra del Lupo. Escursione in trincea";;;;;2014-07-31T00:00:00+02:00;2014-07-31T00:00:00+02:00;;;;"Ritrovo c/o parcheggio Vigili del Fuoco, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Escursioni a forti e trincee
Ritrovo ore 8.30 parcheggio Vigili del Fuoco
Trasferimento con mezzi propri (5km)
Impegnativa (4,8km, disl 470m)
Rientro nel tardo pomeriggio. Pranzo al sacco o al Rifugio Baita Tonda a carico dei partecipanti
Costo  10,00, con Guest Card Trentino  8,00Iscrizioni in APT entro ore 18.00 del giorno precedenteTelefono: 0464/724100 ";;;;"Manifestazioni ed eventi";;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2544191;2014-07-31T00:00:00+02:00;2014-06-20T01:01:41+02:00;"Il sapore antico della terra: gli adattamenti vegetali ai diversi ambienti";;;;;2014-07-31T00:00:00+02:00;2014-07-31T00:00:00+02:00;;;;"Carbonare, , Folgaria";;"
Note: Vivi l'Ambiente
Percorso in natura e laboratorio didattico, giovedì 17 e 31 luglio
Le piante non finiscono mai di stupirci con la loro immensa varietà di forme, colori, dimensioni e con la straordinaria capacità di interagire con altri organismi e di adattarsi colonizzando anche gli ambienti più inospitali. Lungo un facile percorso ad anello che parte da Carbonare e si sviluppa nei pressi del Torrente Astico e della località Cùeli attraverso paesaggi diversi (bosco misto abete, latifoglie, vegetazione ambienti umidi) osserveremo e raccoglieremo elementi della vegetazione (foglie, cortecce, licheni, pigne). In seguito si procederà al loro riconoscimento con delle semplici chiavi dicotomiche.
Destinatari: dai 7 ai 10 anni
Educatore ambientale: Monica Santini T. 333 6770557
Luogo: Carbonare
Orario e ritrovo: ore 09.00 c/o il parcheggio in piazza di Carbonare. Termine attività ore 12.00
Info e prenotazioni: APT Folgaria, Lavarone e Luserna, ufficio di Folgaria T. 0464 724100
Note: portare una scatola di cartone
Collaborazioni: Magnifica Comunità degli Altipiani Cimbri, Azienda per il Turismo Folgaria, Lavarone e Luserna
**
LABORATORIO TERRITORIALE DI EDUCAZIONE AMBIENTALE DELLA VALLAGARINA E ALTIPIANI CIMBRI
c/o Complesso Intercity, Viale Trento 37D
38068 Rovereto
T. 0461 499890
e-mail: LT.EdAmb.vallagarina@provincia.tn.itOrario di apertura: venerdì ore 08.00 - 12.00 (chiuso dal 10 al 17 agosto 2014)Altri organizzatori: P.A.T. Assessorato ai lavori pubblici, ambiente e ai trasporti - Agenzia provinciale per la protezione dellambiente - Rete trentina di educazione ambientale per lo sviluppo sostenibile";;;;"Manifestazioni ed eventi";;;;0;;;;;;"http://www.appa.provincia.tn.it/educazioneambientale/|P.A.T. Assessorato ai lavori pubblici, ambiente e ai trasporti - Agenzia provinciale per la protezione dellambiente - Rete trentina di educazione ambientale per lo sviluppo sostenibile";"Comune di Folgaria";0;0;;
pat_2553070;2014-07-29T00:00:00+02:00;2014-07-10T01:05:06+02:00;"Escursione al Forte Sommo alto";;;;;2014-07-29T00:00:00+02:00;2014-07-29T00:00:00+02:00;;;;"Ritrovo c/o parcheggio Vigili del Fuoco, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Escursioni a forti e trincee
con gli accompagnatori del territorio
Ritrovo ore 15.00 parcheggio Vigili del Fuoco
Trasferimento con mezzi propri fino al crocicchio dei Camini (9km)
Medio/Facile. Bambini + 6 accompagnati
Rientro ore 18.30
Costo  5,00, con Guest Card Trentino  3,00Iscrizioni in APT entro ore 18.00 del giorno precedenteTelefono: 0464/724100 ";;;;"Manifestazioni ed eventi";;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552944;2014-07-29T00:00:00+02:00;2014-07-09T01:23:04+02:00;"Carlo I d'Austria e la pace sabotata";;;;;2014-07-29T00:00:00+02:00;2014-07-29T00:00:00+02:00;;;"ore 21.00";"Biblioteca Comunale, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
Conferenze e commemorazioniA cura di Mario CarotenutoTelefono: 0464/724100 ";;;;Convegno;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2552990;2014-07-28T00:00:00+02:00;2014-07-09T01:37:44+02:00;"Testimoni del tempo";;;;;2014-07-28T00:00:00+02:00;2014-09-28T00:00:00+02:00;;;"Inaugurazione 28 luglio ore 11.00

ore 10.00-12.30 e 16.00-19.00";"Sala ex scuole elementari di Cappella, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
MostreOggetti e reperti della Collezione Osele di Forte Belvedere-GschwentTelefono: 0464/724100 ";;;;Mostra;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2552928;2014-07-28T00:00:00+02:00;2014-07-09T01:21:59+02:00;Striaci;;;;;2014-07-28T00:00:00+02:00;2014-07-28T00:00:00+02:00;;;"ore 21.00";"Cinema Teatro Paradiso, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Spettacoli teatrali
Spettacolo a cura dello Stavilimento Teatrale Officine PinelliIngresso liberoTelefono: 0464/724100 ";;;;Teatro;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
Montagna_di_latte_evento_4058;2014-07-27T10:00:00+02:00;2014-07-26T01:01:21+02:00;"PICCOLI ASSAGGI PER GRANDI SAPORI";;"DEGUSTAZIONE DI FORMAGGIO VEZZENA E NON SOLO ..IN COLLABORAZIONE CON L'AZIENDA AGRICOLA DEBIASI";;;2014-07-27T10:00:00+02:00;2014-07-27T12:30:00+02:00;;;"Dalle 10.00 alle 12.30";"38046 Lavarone TN, Italia";;"Caseificio degli Altipiani e del Vezzena";;;;;;;/var/comunitaalticimbri/storage/images/magnifica-comunita-degli-altipiani-cimbri/archivio/piccoli-assaggi-per-grandi-sapori3/2159234-3-ita-IT/PICCOLI-ASSAGGI-PER-GRANDI-SAPORI.jpg;0;;;;;;;"Comune di Lavarone";45.921696;11.264628;;
pat_2541845;2014-07-27T00:00:00+02:00;2014-05-29T01:04:37+02:00;"Scampagnate in fattoria e in città";;;;;2014-07-27T00:00:00+02:00;2014-07-27T00:00:00+02:00;;;"ore 10.00-17.00";"La Fonte, Località Gruim - Mezzomonte , Folgaria";;"
Note: Scampagnate in fattoria e in città
La Fonte azienda agricola biologica e fattoria didattica
Località Gruim - Mezzomonte Folgaria
Tel. 0464.720041 - E-mail: info@la-fonte.org
www.la-fonte.org - www.facebook.com/lafontebio
Saranno presenti: Rinuccia Napoletani, Azienda agricola Profumi di Campagna, Azienda agricola Mirtilla, Azienda agricola Masserem, Maria Antonia Facchini, Azienda agricola Solerbe Farm di Pederzolli Cristina, Azienda Agricola SavinelliCostruiamo oggettini con foglie di mais, lavoriamo l'argilla, laboratorio del feltro e filatura lana, danze popolari per la pace, visita all'azienda, agli animali, all'orto sinergico, alle piante aromatiche e officinali. Spiegazione sui prodotti dell'azienda, fiori di Bach, Gemmoderivati, piante selvatiche.... Servizio cucina &quot;da leccarsi i baffi&quot;. Telefono: 0461/421214 Altri organizzatori: Confederazione Italiana Agricoltori Donne in Campo del Trentino";;;;"Manifestazioni ed eventi";;;;0;;;;;;;"Comune di Folgaria";0;0;;
pat_2540692;2014-07-27T00:00:00+02:00;2014-05-15T12:24:30+02:00;"Paolo Fresu, Daniele Di Bonaventura, Paolo Rumiz";;;;;2014-07-27T00:00:00+02:00;2014-07-27T00:00:00+02:00;;;"ore 14.00";"Forte Dosso delle Somme, Altipiani di Folgaria, Lavarone, Luserna, Folgaria";;"
Note: I Suoni delle Dolomiti
Dolomiti di pace
Paolo Fresu, Daniele Di Bonaventura, Paolo Rumiz
Alchimie per tromba e bandoneon in ricordo della Grande Guerra
Uno dei jazzisti italiani più amati in patria e allestero e uno dei migliori specialisti odierni del bandoneon dialogano sullo sfondo di delicate alchimie, di seducenti melodie che disegnano unoriginale mappa geografica. La poesia di suoni che ne scaturisce vuole essere un messaggio di pace nel momento in cui si ricorda linizio della Prima Guerra Mondiale. Il concerto, che vede lintervento del giornalista e scrittore Paolo Rumiz, è inserito nel programma nazionale delle commemorazioni del Centenario della Prima Guerra Mondiale.
Luogo: Forte Dosso delle Somme
Quota: 1.670 m
Come Arrivare
da Serrada con seggiovia Dosso Martinella e poi a piedi su sentiero 136 
ore 0.30 di cammino, dislivello 50 metri, difficoltà T
da Fondo Piccolo a piedi lungo strada forestale 
ore 0.40 di cammino, dislivello 130 metri, difficoltà T
Escursione 
con le Guide Alpine lungo la trincea Forra del Lupo - Wolfsschlucht
ore 3 di cammino, dislivello 470 metri, difficoltà E
info e prenotazione 0464 724100
Recupero
ore 17 Cinema Teatro Paradiso di Folgaria 
Info
0464 724100 
www.folgarialavaroneluserna.it
**
Uniniziativa
Trentino Turismo e Promozione
APT Folgaria, Lavarone, L userna 
Consiglio dei MinistriCentenario Prima Guerra MondialeTelefono: 0461/219300Altri organizzatori: Trentino Sviluppo spa - in collaborazione con le Apt di ambito e i Consorzi Pro Loco, oltre a numerose istituzioni locali";;;;Musica;;;;0;;;;;;"http://www.isuonidelledolomiti.it|Trentino Sviluppo spa - in collaborazione con le Apt di ambito e i Consorzi Pro Loco, oltre a numerose istituzioni locali";"Comune di Folgaria";0;0;;"Redazione Trentino Cultura"
Montagna_di_latte_evento_4057;2014-07-26T17:00:00+02:00;2014-07-25T01:01:15+02:00;"POLENTA E VEZZENA I SAPORI DI UNA VOLTA";;"DEGUSTAZIONE DI FORMAGGIO VEZZENA ACCOMPAGNATO ALLA POLENTA";;;2014-07-26T17:00:00+02:00;2014-07-26T19:30:00+02:00;;;"Dalle 17.00 alle 19.30";"38046 Lavarone TN, Italia";;"Caseificio degli Altipiani e del Vezzena";;;;;;;/var/comunitaalticimbri/storage/images/magnifica-comunita-degli-altipiani-cimbri/archivio/polenta-e-vezzena-i-sapori-di-una-volta/2159204-2-ita-IT/POLENTA-E-VEZZENA-I-SAPORI-DI-UNA-VOLTA.jpg;0;;;;;;;"Comune di Lavarone";45.921696;11.264628;;
pat_2552943;2014-07-25T00:00:00+02:00;2014-07-09T01:22:42+02:00;"Per Trento basto io!";;;;;2014-07-25T00:00:00+02:00;2014-07-25T00:00:00+02:00;;;"ore 21.00";"Casa della Cultura, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Conferenze e commemorazioni
Per Trento basto io! 
Forte Belvedere sentinella della Val d'AsticoA cura di Christian MerziTelefono: 0464/724100 ";;;;Convegno;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552956;2014-07-23T00:00:00+02:00;2014-07-09T01:34:41+02:00;"Altipiani Cimbri 1914";;;;;2014-07-23T00:00:00+02:00;2014-07-23T00:00:00+02:00;;;"ore 21.00";"Serrada - Teatro, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Film e video
Cortometraggio a cura del Piano Giovani di Zona degli Altipiani Cimbri con la collaborazione delle associazioni di volontariato del territorio
Regia di Federico MaranerIngresso liberoTelefono: 0464/724100 ";;;;Cinema;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552936;2014-07-22T00:00:00+02:00;2014-07-09T01:16:54+02:00;"Cent'anni fa la Guerra";;;;;2014-07-22T00:00:00+02:00;2014-07-22T00:00:00+02:00;;;"ore 21.00";"Nosellari - Centro Civico, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Conferenze e commemorazioni
Gli Altipiani nel Grande Conflittoa cura di Fernando LarcherTelefono: 0464/724100 ";;;;Convegno;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
Montagna_di_latte_evento_3985;2014-07-20T10:00:00+02:00;2014-07-19T01:01:19+02:00;"PICCOLI ASSAGGI PER GRANDI SAPORI";;"DEGUSTAZIONE FORMAGGIO VEZZENA E NON SOLO...IN COLLABORAZIONE CON L'AZIENDA AGRICOLA SAVINELLI";;;2014-07-20T10:00:00+02:00;2014-07-20T12:30:00+02:00;;;"Dalle 10.00 alle 12.30";"38046 Lavarone TN, Italia";;"Caseificio degli Altipiani e del Vezzena";;;;;;;/var/comunitaalticimbri/storage/images/magnifica-comunita-degli-altipiani-cimbri/archivio/piccoli-assaggi-per-grandi-sapori2/2151351-3-ita-IT/PICCOLI-ASSAGGI-PER-GRANDI-SAPORI.jpg;0;;;;;;;"Comune di Lavarone";45.921696;11.264628;;
pat_2552987;2014-07-19T00:00:00+02:00;2014-07-09T01:36:40+02:00;"Paesaggi della Grande Guerra dimenticati";;;;;2014-07-19T00:00:00+02:00;2014-09-07T00:00:00+02:00;;;"Inaugurazione 19 luglio ore 17.00

da lunedì a venerdì ore 16.00-19.00
sabato e domenica ore 10.00-12.00 e 16.00-19.00";"Maso Spilzi, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
MostreAcquarelli di Valentino ParmianiTelefono: 0464/724100 ";;;;Mostra;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552986;2014-07-19T00:00:00+02:00;2014-07-09T01:31:18+02:00;"Ritratti della guerra";;;;;2014-07-19T00:00:00+02:00;2014-09-07T00:00:00+02:00;;;"Inaugurazione 19 luglio ore 17.00

da lunedì a venerdì ore 16.00-19.00
sabato e domenica ore 10.00-12.00 e 16.00-19.00";"Maso Spilzi, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Mostre
Ritratti della guerra
La rappresentazione dei conflitii nella Caricatura Europea: 1898-1918
A cura di Danilo Curti e Rodolfo TaianiOrganizza il Comune di Folgaria in collaborazione con la Fondazione Museo Storico del TrentinoTelefono: 0464/724100 ";;;;Mostra;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552921;2014-07-19T00:00:00+02:00;2014-07-09T01:30:58+02:00;"Concerto per il Centenario";;;;;2014-07-19T00:00:00+02:00;2014-07-19T00:00:00+02:00;;;"ore 21.00";"Forte Belvedere, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
ConcertiIn una suggestiva cornice notturna, sotto una volta di stelle, concerto della Banda Musicale di Folgaria, con il Coro Stella Alpina di Lavarone e il Coro Martinella di Serrada.Telefono: 0464/724100 ";;;;Musica;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2552963;2014-07-18T00:00:00+02:00;2014-07-09T01:36:01+02:00;"Guglielmo Oberdan, il martire di Trieste";;;;;2014-07-18T00:00:00+02:00;2014-07-18T00:00:00+02:00;;;"ore 21.00";"Cinema Teatro Dolomiti, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
Film e video
La guerra va al cinema
Ingresso libero
In collaborazione con Fondazione Cineteca Italiana
Italia, 1915
Titolo originale: Guglielmo Oberdan, il martire di Trieste 
Genere: Documentario/Storico 
Durata: 71' 
Regia: Emilio Ghione
Guglielmo Oberdan, già esemplare figura di fervido irredentista, poi cospiratore anti austriaco giustiziato per avere attentato alla vita dell'imperatore Francesco Giuseppe nei mesi di disillusione seguiti alla morte di Garibaldi (1882), divenne, nei giorni radiosi del maggio 1915, oggetto di un vero e proprio culto civile in una causa - quella appunto della questione risorgimentale contesa con l'Austria - che si avviava ormai all'atto finale.
Il suo profilo di patriota, la sua tragica vicenda personale e l'intrecciarsi di quest'ultima con i nuovi destini a cui erano chiamate le giovani generazioni, ne facevano, all'alba della Grande Guerra, una icona quasi ineludibile anche per il cinema italiano, così sensibile, per parte sua, all'irredentismo superomistico di marca dannunziana. Ecco perchè uno dei più noti registi dell'epoca, Emilio Ghione, decise di portare sullo schermo la vita di Oberdan in questo film del 1915 che, oltre ad essere una biografia apologetica del martire triestino, è anche un evidente caso di agit prop avanti lettera.Attore in possesso di una maschera scolpita e indimenticabile, Ghione ritagliò per sè il ruolo dell'odiato governatore austriaco di Trieste, vilain irriducibile e carnefice di Oberdan. regalandoci una delle interpretazioni più suggestive di tutta la sua carriera.Telefono: 0464/724100 ";;;;Cinema;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2492001;2014-01-06T00:00:00+01:00;2013-12-18T11:04:29+01:00;"I sogni segreti di Walter Mitty";;;;;2014-01-06T00:00:00+01:00;2014-01-06T00:00:00+01:00;;;"ore 22.00";"Cinema Teatro Paradiso, Via Cesare Battisti, 4, Folgaria";;"
Note: Usa, 2013
Titolo originale: The Secret Life of Walter Mitty
Genere: Commedia
Durata: 
Regia: Ben Stiller
Cast: Ben Stiller, Shirley MacLaine, Kristen Wiig, Sean Penn, Adam ScottWalter Mitty (Stiller) è un moderno sognatore, un comune editor fotografico di un magazine che compie regolarmente dei viaggi mentali lontano dalla sua noiosa esistenza, entrando in un mondo di fantasie caratterizzate da grande eroismo, appassionate relazioni amorose e costanti trionfi contro il pericolo. Ma quando Mitty e la sua collega, della quale è segretamente innamorato (Kristen Wiig), rischiano di perdere il lavoro, Walter è costretto a compiere l'inimmaginabile: passare veramente all'azione - partendo per un viaggio intorno al mondo più straordinario di quanto avrebbe potuto mai sognare.Telefono: 0464/720006";;;;Cinema;;;;0;;;;;;http://www.cinemateatroparadiso.com;"Comune di Folgaria";0;0;;
pat_2491999;2014-01-06T00:00:00+01:00;2013-12-18T11:04:23+01:00;"Piovono polpette 2. La rivincita degli avanzi";;;;;2014-01-06T00:00:00+01:00;2014-01-07T00:00:00+01:00;;;"6 gennaio ore 17.30
7 gennaio ore 17.30";"Cinema Teatro Paradiso, Via Cesare Battisti, 4, Folgaria";;"
Note: Usa, 2013
Titolo originale: Cloudy with a Chance of Meatballs 2
Genere: Animazione
Durata: 95'
Regia: Cody Cameron, Kris Pearn
Sito internet: piovonopolpette2.itiovono polpette 2 ricomincia proprio da dove era terminata la precedente commedia campione d'incassi della Sony Pictures Animation. La genialità dell'inventore Flint Lockwood viene finalmente riconosciuta grazie all'invito del suo idolo, Chester V, ad entrare a far parte della The Live Corp Company, che riunisce i migliori e più brillanti inventori del mondo, impegnati a creare tecnologie per il miglioramento della razza umana. Il braccio destro di Chester, oltre che una delle sue più riuscite invenzioni, è Barb, un orango altamente evoluto dotato di un cervello umano, che è anche ambiguo, manipolativo e che adora mettersi il rossetto. Essere riconosciuto come un grande inventore, è sempre stato il sogno di Flint. Tutto cambia però quando scopre che la sua invenzione più famosa (una macchina che trasforma l'acqua in cibo), è ancora operativa e che attualmente sta creando dei cibo-animali ibridi - gli &quot;Animacibi!&quot; Con il destino dell'umanità nelle sue mani, Chester si unisce a Flint ed i suoi amici in una missione delicata e pericolosa, combattendo contro famelici Tacodrilli, Orangamberi, Torte a Sonagli, Spiderburgher ed altri Animacibi, per salvare nuovamente il mondo!Telefono: 0464/720006";;;;Cinema;;;;0;;;;;;http://www.cinemateatroparadiso.com;"Comune di Folgaria";0;0;;
