id,legalName,openingHours,telephone,email,url,sports,location
536,Scuola Italiana Sci 5 Laghi,,"0465440355, 0465441650, 0465443181",,,[],
455,Centro sportivo Tione,,0465321023,,,[],
541,Golf Club Campo Carlo Magno,"sunday: 08:00 - 18:00, monday: 08:00 - 18:00, tuesday: 08:00 - 18:00, wednesday: 08:00 - 18:00, thursday: 08:00 - 18:00, friday: 08:00 - 18:00, saturday: 08:00 - 18:00",0465440622,,,[],
542,Markspeed Race di Marchesan Gianni,,3356266636,,,[],
474,Zeus Charging Station - Dolomeet,"tuesday: 08:00 - 18:00, wednesday: 08:00 - 18:00, thursday: 08:00 - 18:00, friday: 08:00 - 18:00, saturday: 08:00 - 18:00","0463901272, 3384093792",,,[],
475,Trentino Wild,"sunday: 09:00 - 19:00, monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00","3402175873, 0463973278",,,[],
408,Centro Sportivo Andalo,"tuesday: 08:00 - 17:00, wednesday: 08:00 - 17:00, thursday: 08:00 - 17:00, friday: 08:00 - 17:00, saturday: 08:00 - 17:00",0461585776,,,[],
409,Associazione Equestre Cavalcailvento,,"3493856899, 0461568267",,,[],
368,Black Ice S.n.c. di Bettin Yuri & C.,,3292599675,,,[],
411,Boulder City Asd,,0464507354,,,[],
414,Campo Calcio Sopramonte,,0461959812,,,[],
538,Campo Di Tiro - Centro Promescaiol,"sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",0463757451,,,[],
539,Centro Equitazione Alpina Val,,"0463751552, 3386078681",,,[],
421,Centro Equitazione Andalo,"sunday: 09:00 - 12:00 / 14:00 - 18:00, monday: 09:00 - 12:00 / 14:00 - 18:00, wednesday: 09:00 - 12:00 / 14:00 - 18:00, thursday: 09:00 - 12:00 / 14:00 - 18:00, friday: 09:00 - 12:00 / 14:00 - 18:00, saturday: 09:00 - 12:00 / 14:00 - 18:00",0461585900,,,[],
540,Centro Sportivo Comunale Di Mezzana,"sunday: 09:00 - 22:00, monday: 09:00 - 22:00, tuesday: 09:00 - 22:00, wednesday: 09:00 - 22:00, thursday: 09:00 - 22:00, friday: 09:00 - 22:00, saturday: 09:00 - 22:00",0463757551,,,[],
425,Centro Sportivo Di Trilacum,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",0461866471,,,[],
602,Centro Sportivo Terme,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",0463753100,,,[],
435,Maestri di Sci e Snowboard Cristallo A.T.P.,,3806328814,,,[],
505,Palaghiaccio Folgarida,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59","0463986113, 0463986266",,,[],
439,Palazzetto Polifunzionale dello Sport di Molveno,"tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00",0461586978,,,[],
440,Palestra Povo,,0461959812,,,[],
442,Piscina Acquambiez,"sunday: 09:00 - 13:00 / 15:00 - 21:00, monday: 09:00 - 13:00 / 15:00 - 21:00, tuesday: 09:00 - 13:00 / 15:00 - 21:00, wednesday: 09:00 - 13:00 / 15:00 - 21:00, thursday: 09:00 - 13:00 / 15:00 - 21:00, friday: 09:00 - 13:00 / 15:00 - 21:00, saturday: 09:00 - 13:00 / 15:00 - 21:00",0465730082,,,[],
568,Ponte di Legno Golf Club,,0364900306,,,[],
569,Societa' Infrastrutture Alta Valcamonica S.p.a.,,0364900856,,,[],
526,Tennis Centro Val Di Sole Assoc.Sp.Dilettantistica,"sunday: 09:00 - 12:00 / 15:00 - 19:00, monday: 09:00 - 12:00 / 15:00 - 19:00, tuesday: 09:00 - 12:00 / 15:00 - 19:00, wednesday: 09:00 - 12:00 / 15:00 - 19:00, thursday: 09:00 - 12:00 / 15:00 - 19:00, friday: 09:00 - 12:00 / 15:00 - 19:00, saturday: 09:00 - 12:00 / 15:00 - 19:00",0463970004,,,[],
456,Tennis Club Associazione Sportiva Dilettantistica,,3342925960,,,[],
603,Terme di Pejo,,0463753226,,,[],
545,Scuola Italiana Sci CCM Campiglio,"sunday: 08:00 - 19:00, monday: 08:00 - 19:00, tuesday: 08:00 - 19:00, wednesday: 08:00 - 19:00, thursday: 08:00 - 19:00, friday: 08:00 - 19:00, saturday: 08:00 - 19:00",0465443222,,,[],
554,Centro Equitazione Alpina Spiado,,0461594572,,,[],
555,Golf Club Tesino,"sunday: 09:00 - 18:00, monday: 09:00 - 18:00, tuesday: 09:00 - 18:00, wednesday: 09:00 - 18:00, thursday: 09:00 - 18:00, friday: 09:00 - 18:00, saturday: 09:00 - 18:00",3505332726,,,[],
644,Piscina Comunale Pedavena,"sunday: 10:30 - 12:30 / 16:00 - 20:00, monday: 09:00 - 12:00, tuesday: 10:30 - 14:15 / 18:20 - 20:00, wednesday: 06:30 - 08:15, thursday: 10:30 - 14:15 / 19:00 - 21:00, friday: 06:30 - 08:15 / 18:20 - 20:00, saturday: 10:30 - 14:15",0439302061,,,[],
556,Piscina Comunale di Roffo Angelo,"sunday: 09:30 - 19:30, monday: 09:30 - 19:30, tuesday: 09:30 - 21:30, wednesday: 09:30 - 21:30, thursday: 09:30 - 21:30, friday: 09:30 - 21:30, saturday: 09:30 - 21:30","3346879265, 3888676170",,,[],
655,Onda Selvaggia di Scaioli Sonia,,042499581,,,[],
557,Asd Gioca Sport,,"3487465813, 043964707",,,[],
558,Asd Tennis Club Norcen,"sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",3880515132,,,[],
559,Associazione Maestri Sci Asiago,,"3491730849, 0424463475, 3494463801",,,[],
559,Associazione Maestri Sci Asiago,,"3405985746, 3458887347",,,[],
69,Campo,,,,,[],
560,Campo Da Calcio Regolamentare Mezzano,"sunday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00","0439678068, 043962407",,,[],
416,Campo di Golf,,0461773337,,,[],
656,Campo Sportivo di San Nazario,,,,,[],
420,Centro Equitazione Airone,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",3396768993,,,[],
424,Centro Polisportivo Borgo Valsugana,"sunday: 09:00 - 21:00, monday: 09:00 - 21:00, tuesday: 09:00 - 21:00, wednesday: 09:00 - 21:00, thursday: 09:00 - 21:00, friday: 09:00 - 21:00, saturday: 09:00 - 21:00",0461753836,,,[],
427,Circolo Tennis Borgo Assoc.Sport.Dilettantistica,"sunday: 09:00 - 22:00, monday: 09:00 - 22:00, tuesday: 09:00 - 22:00, wednesday: 09:00 - 22:00, thursday: 09:00 - 22:00, friday: 09:00 - 22:00, saturday: 09:00 - 22:00",0461753711,,,[],
561,Comune di Asiago,,042464144,,,[],
562,Golf Club Asiago,,0424462721,,,[],
645,Istituto Canossiane,,,,,[],
655,Onda Selvaggia di Scaioli Sonia,,"042499581, 3473767729",,,[],
563,Pala Odegar,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",042464144,,,[],
646,Palaghiaccio di Feltre,,043981700,,,[],
647,Palaghiaccio Feltreghiaccio,,043981700,,,[],
564,Palasport Gallio Calcio 5,,,,,[],
441,Panarotta S.r.l.,,3470333532,,,[],
648,Piscina Comunale Pedavena Gestione Ondablu,,0439302061,,,[],
443,Piscina Comunale,,"0461241833, 0461751227",,,[],
467,Rocco Angelo Gestioni Impianti Sportivi,"sunday: 09:30 - 19:30, monday: 09:30 - 19:30, tuesday: 09:30 - 21:30, wednesday: 09:30 - 21:30, thursday: 09:30 - 21:30, friday: 09:30 - 21:30, saturday: 09:30 - 21:30",0424450154,,,[],
565,Sport e Tempo Libero Societa' Sportiva Dilettantistica S.r.l.,,043962885,,,[],
447,S.S.D. Rari Nantes Valsugana a R.L.,,"0461241833, 0461751227",,,[],
447,S.S.D. Rari Nantes Valsugana a R.L.,,0461525178,,,[],
657,Stadio Comunale S. Nazario,,042499898,,,[],
566,Tennis Club Asiago,,3662870953,,,[],
567,Tennis Club Fonzaso,"sunday: 08:00 - 23:59, monday: 08:00 - 23:59, tuesday: 08:00 - 23:59, wednesday: 08:00 - 23:59, thursday: 08:00 - 23:59, friday: 08:00 - 23:59, saturday: 08:00 - 23:59",04395132,,,[],
649,Tennis Club Pedavena,"sunday: 08:00 - 19:00, monday: 08:00 - 19:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",0439301888,,,[],
560,Campo Da Calcio Regolamentare Mezzano,"sunday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00","0439678068, 043962407",,,[],
557,Asd Gioca Sport,,"3487465813, 043964707",,,[],
565,Sport e Tempo Libero Societa' Sportiva Dilettantistica S.r.l.,,043962885,,,[],
616,Impianti Falcade Col Margherita,,0437507044,,,[],
644,Piscina Comunale Pedavena,"sunday: 10:30 - 12:30 / 16:00 - 20:00, monday: 09:00 - 12:00, tuesday: 10:30 - 14:15 / 18:20 - 20:00, wednesday: 06:30 - 08:15, thursday: 10:30 - 14:15 / 19:00 - 21:00, friday: 06:30 - 08:15 / 18:20 - 20:00, saturday: 10:30 - 14:15",0439302061,,,[],
660,Piscina Comunale S. Giustina,"sunday: 16:00 - 20:00, tuesday: 16:00 - 20:00, wednesday: 16:00 - 20:00, thursday: 16:00 - 20:00, friday: 16:00 - 20:00, saturday: 16:00 - 20:00",0437888538,,,[],
552,Arcieri di Fiemme,,3478579908,,,[],
558,Asd Tennis Club Norcen,"sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",3880515132,,,[],
661,Campo A.Zatta,,,,,[],
623,Campo ghiaccio naturale,,0439769312,,,[],
554,Centro Equitazione Alpina Spiado,,0461594572,,,[],
627,Equipe,,"0437599616, 3285476476, 3485355474, 3407027975",,,[],
555,Golf Club Tesino,"sunday: 09:00 - 18:00, monday: 09:00 - 18:00, tuesday: 09:00 - 18:00, wednesday: 09:00 - 18:00, thursday: 09:00 - 18:00, friday: 09:00 - 18:00, saturday: 09:00 - 18:00",3505332726,,,[],
632,Impianti Falcade Col Margherita S.p.a.,,0437599585,,,[],
633,Ippico Fontanelle,,3357057094,,,[],
645,Istituto Canossiane,,,,,[],
662,Ondablu Societa' Cooperativa Sportiva Dilettantistica,,043762406,,,[],
646,Palaghiaccio di Feltre,,043981700,,,[],
647,Palaghiaccio Feltreghiaccio,,043981700,,,[],
648,Piscina Comunale Pedavena Gestione Ondablu,,0439302061,,,[],
663,Piscina di Agordo,"sunday: 09:30 - 20:00 / 15:00 - 19:00, monday: 15:00 - 19:00, tuesday: 16:00 - 21:00, wednesday: 16:00 - 21:00, thursday: 10:30 - 14:15 / 16:00 - 21:00, friday: 16:00 - 21:00, saturday: 16:00 - 20:00",043762406,,,[],
664,Tennis Club Agordo,"sunday: 09:00 - 22:00, monday: 09:00 - 22:00, tuesday: 09:00 - 22:00, wednesday: 09:00 - 22:00, thursday: 09:00 - 22:00, friday: 09:00 - 22:00, saturday: 09:00 - 22:00",3408134441,,,[],
567,Tennis Club Fonzaso,"sunday: 08:00 - 23:59, monday: 08:00 - 23:59, tuesday: 08:00 - 23:59, wednesday: 08:00 - 23:59, thursday: 08:00 - 23:59, friday: 08:00 - 23:59, saturday: 08:00 - 23:59",04395132,,,[],
649,Tennis Club Pedavena,"sunday: 08:00 - 19:00, monday: 08:00 - 19:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",0439301888,,,[],
665,Tennis Club Sedico,"sunday: 09:00 - 18:00, monday: 09:00 - 12:00, tuesday: 09:00 - 23:00, wednesday: 09:00 - 23:00, thursday: 09:00 - 23:00, friday: 09:00 - 23:00, saturday: 09:00 - 23:00","0437852522, 3347471997",,,[],
666,Valbelluna Sport Academy,"sunday: 09:30 - 12:00, monday: 09:30 - 12:00, tuesday: 09:30 - 12:00, wednesday: 09:30 - 12:00, thursday: 09:30 - 12:00, friday: 09:30 - 12:00, saturday: 09:30 - 12:00",3332395935,,,[],
317,Punto Fitness,"sunday: 09:30 - 17:00, tuesday: 08:00 - 22:00, wednesday: 08:00 - 22:00, thursday: 08:00 - 22:00, friday: 08:00 - 22:00, saturday: 08:00 - 22:00","3470891264, 0464430908",,,[],
321,2001 S.R.L.,,0464439377,,,[],
324,Associazione Polisportiva Dilettantistica Kosmos Rovereto,,"0464666600, 3517595860, 3497721742, 0464942281",,,[],
329,Campo Sportivo Fucine a Rovereto,,,,,[],
331,Centro di Tiro con l'Arco,"sunday: 10:00 - 22:00, monday: 10:00 - 22:00, tuesday: 10:00 - 22:00, wednesday: 10:00 - 22:00, thursday: 10:00 - 22:00, friday: 10:00 - 22:00, saturday: 10:00 - 22:00","3665809997, 0464421569, 0464486113",,,[],
332,Centro Natatorio Comunale di Rovereto,"sunday: 09:00 - 19:30, monday: 09:00 - 19:30, tuesday: 09:00 - 20:30, wednesday: 09:00 - 20:30, thursday: 09:00 - 20:30, friday: 09:00 - 20:30, saturday: 09:00 - 20:30",0464435440,,,[],
335,Circolo Tennis Rovereto Asd,"sunday: 07:30 - 22:00, monday: 07:30 - 22:00, tuesday: 07:30 - 22:00, wednesday: 07:30 - 22:00, thursday: 07:30 - 22:00, friday: 07:30 - 22:00, saturday: 07:30 - 22:00","0464431045, 0464439377",,,[],
336,Circolo Tennis Rovereto,"sunday: 09:00 - 20:00, monday: 09:00 - 20:00, tuesday: 08:00 - 22:00, wednesday: 08:00 - 22:00, thursday: 08:00 - 22:00, friday: 08:00 - 22:00, saturday: 08:00 - 22:00",0464431045,,,[],
341,Golf Club Rovereto,,3666432648,,,[],
342,Istituto Superiore Don Milani - Depero,"sunday: 08:00 - 22:00, monday: 08:00 - 22:00, tuesday: 08:00 - 22:00, wednesday: 08:00 - 22:00, thursday: 08:00 - 22:00, friday: 08:00 - 22:00, saturday: 08:00 - 22:00",0464485511,,,[],
343,Leno 2001,,0464400315,,,[],
353,Stadio Quercia,,,,,[],
355,Tennis Club C10 Ass.Sportiva Dilettantistica,,0464431045,,,[],
307,Campi Da Calcio,,0464394051,,,[],
308,Campo sportivo di Mori,,,,,[],
334,Circolo Ippico Castel Beseno,"sunday: 14:00 - 15:00, monday: 14:00 - 15:00, wednesday: 14:00 - 15:00, thursday: 14:00 - 15:00, friday: 14:00 - 15:00, saturday: 14:00 - 15:00",0464834483,,,[],
27,Circolo Tennis Arco,"sunday: 09:00 - 19:00, tuesday: 09:00 - 22:30, wednesday: 09:00 - 22:30, thursday: 09:00 - 22:30, friday: 09:00 - 22:30, saturday: 09:00 - 22:30",0464516824,,,[],
47,Circolo Tennis Torbole,"sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",3925442873,,,[],
337,Club Ippico San Giorgio,"sunday: 09:00 - 12:00 / 14:00 - 19:00, monday: 09:00 - 12:00 / 14:00 - 19:00, wednesday: 09:00 - 12:00 / 14:00 - 19:00, thursday: 09:00 - 12:00 / 14:00 - 19:00, friday: 09:00 - 12:00 / 14:00 - 19:00, saturday: 09:00 - 12:00 / 14:00 - 19:00",3484438307,,,[],
309,Equiparadiso,,0464390147,,,[],
348,Palazzetto dello Sport,,"0464438055, 0464413377",,,[],
349,Piscina Comunale Arco,,"0464517000, 0464516830",,,[],
312,Polisportiva Montebaldo,,0464394051,,,[],
313,Tennis Club,"sunday: 09:00 - 23:00, monday: 09:00 - 23:00, tuesday: 09:00 - 23:00, wednesday: 09:00 - 23:00, thursday: 09:00 - 23:00, friday: 09:00 - 23:00, saturday: 09:00 - 23:00",0464917149,,,[],
360,Atletica Alto Garda E Ledro,"tuesday: 07:00 - 23:59, wednesday: 07:00 - 23:59, thursday: 07:00 - 23:59, friday: 07:00 - 23:59, saturday: 07:00 - 23:59",0464510346,,,[],
314,Societa' Sportiva Dilettantistica Golden Gym,"sunday: 10:00 - 12:30, tuesday: 09:00 - 21:30, wednesday: 09:00 - 21:30, thursday: 09:00 - 21:30, friday: 09:00 - 21:30, saturday: 09:00 - 21:30","3398423054, 3482105688",,,[],
315,Stickl Sportcamp,"sunday: 08:30 - 18:00, monday: 08:30 - 18:00, tuesday: 08:30 - 18:00, wednesday: 08:30 - 18:00, thursday: 08:30 - 18:00, friday: 08:30 - 18:00, saturday: 08:30 - 18:00","0457401697, 0456570988",,,[],
362,Alessio Donzella Coach,"sunday: 08:30 - 19:00, tuesday: 08:30 - 21:00, wednesday: 08:30 - 21:00, thursday: 08:30 - 21:00, friday: 08:30 - 21:00, saturday: 08:30 - 21:00",393497682763,,,[],
316,Scuola Italiana Sci Folgaria,"tuesday: 09:00 - 13:00, wednesday: 09:00 - 13:00, thursday: 09:00 - 13:00, friday: 09:00 - 13:00, saturday: 09:00 - 13:00",0464721926,,,[],
37,Circolo Tennis Trento,,3381313658,,,[],
318,kite centergarda lake,,3454795705,,,[],
363,Star Club,"sunday: 05:00 - 20:00, monday: 05:00 - 20:00, tuesday: 05:00 - 23:00, wednesday: 05:00 - 23:00, thursday: 05:00 - 23:00, friday: 05:00 - 23:00, saturday: 05:00 - 23:00",0461821284,,,[],
320,Garda Sporting Club Hotel,,0464552072,,,[],
364,Ac Trento 1921 S.r.l.,,0461524993,,,[],
303,Ala Karting,"sunday: 09:00 - 12:00 / 13:30 - 17:00, monday: 09:00 - 12:00 / 13:30 - 17:00, thursday: 09:00 - 12:00 / 13:30 - 17:00, friday: 09:00 - 12:00 / 13:30 - 17:00, saturday: 09:00 - 12:00 / 13:30 - 17:00",3662263776,,,[],
322,Altogarda Golf,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",0365643006,,,[],
323,Amici Nuoto Riva,,"3490586660, 0464311398, 0464520078, 3397376737",,,[],
365,Aquila Basket Trento 2013 S.r.l.,,0461419794,,,[],
365,Aquila Basket Trento 2013 S.r.l.,,0461528417,,,[],
365,Aquila Basket Trento 2013 S.r.l.,,0461262253,,,[],
365,Aquila Basket Trento 2013 S.r.l.,,0461439684,,,[],
365,Aquila Basket Trento 2013 S.r.l.,,0461935181,,,[],
365,Aquila Basket Trento 2013 S.r.l.,,0461437435,,,[],
365,Aquila Basket Trento 2013 S.r.l.,,0461437387,,,[],
365,Aquila Basket Trento 2013 S.r.l.,,"0461527402, 0461525310",,,[],
365,Aquila Basket Trento 2013 S.r.l.,,"0461916579, 0461931035",,,[],
409,Associazione Equestre Cavalcailvento,,"3493856899, 0461568267",,,[],
366,Associazione Sportiva Sportivando,,0461091706,,,[],
367,Azienda Speciale per La Gestione degli Impianti Sportivi del Comune di Trento,,0461959800,,,[],
367,Azienda Speciale per La Gestione degli Impianti Sportivi del Comune di Trento,,0461390785,,,[],
367,Azienda Speciale per La Gestione degli Impianti Sportivi del Comune di Trento,,0461948032,,,[],
369,Body Planet,"sunday: 10:00 - 16:00, tuesday: 08:00 - 22:00, wednesday: 10:00 - 22:00, thursday: 08:00 - 22:00, friday: 10:00 - 22:00, saturday: 08:00 - 22:00",0461910096,,,[],
411,Boulder City Asd,,0464507354,,,[],
412,Campo Baseball,,0461959812,,,[],
412,Campo Baseball,"thursday: 15:15 - 21:00, saturday: 15:15 - 21:00",0461959812,,,[],
371,Campo Calcio Argentario,"tuesday: 08:30 - 17:00, thursday: 08:30 - 17:00, friday: 08:30 - 17:00, saturday: 08:30 - 12:30",0461992990,,,[],
372,Campo Calcio,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",0461959812,,,[],
375,Campo Calcio Piedicastello,,0461959812,,,[],
413,Campo Calcio San Bortolomeo,,0461959812,,,[],
414,Campo Calcio Sopramonte,,0461959812,,,[],
71,Campo da Calcio,"sunday: 07:00 - 20:00, monday: 07:00 - 20:00, tuesday: 07:00 - 20:00, wednesday: 07:00 - 20:00, thursday: 07:00 - 20:00, friday: 07:00 - 20:00, saturday: 07:00 - 20:00",0365954008,,,[],
327,Campo da calcio La Pineta di Folgaria,,0464723131,,,[],
415,Campo da Softball,"tuesday: 08:30 - 12:30 / 14:30 - 17:00, wednesday: 08:30 - 12:30 / 14:30 - 17:00, thursday: 08:30 - 12:30 / 14:30 - 17:00, friday: 08:30 - 12:30 / 14:30 - 17:00, saturday: 08:30 - 12:30",0461992990,,,[],
377,Campo di Atletica Leggera Comunale,,0461830454,,,[],
377,Campo di Atletica Leggera Comunale,"tuesday: 08:30 - 12:30 / 14:30 - 17:00, wednesday: 08:30 - 12:30 / 14:30 - 17:00, thursday: 08:30 - 12:30 / 14:30 - 17:00, friday: 08:30 - 17:00, saturday: 08:30 - 12:30",0461959812,,,[],
328,Campo Felice Nensi,,,,,[],
454,Campo Pedemonte,,,,,[],
379,Campo Sportivo Cristo Re,,06992990,,,[],
418,Campo Sportivo Moar,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",0464783179,,,[],
419,Campo sportivo San Bartolomeo,,0461992990,,,[],
382,Centro Equestre Citt di Trento,,,,,[],
422,Centro Ippico Il Salice,,3487842363,,,[],
333,Centro Natatorio Folgaria,"sunday: 15:30 - 20:30, monday: 15:30 - 20:30, tuesday: 10:00 - 21:00, wednesday: 10:00 - 21:00, thursday: 10:00 - 21:00, friday: 10:00 - 21:00, saturday: 10:00 - 21:00",0464720058,,,[],
386,Centro Pilates e Gyrotonic,"sunday: 06:30 - 21:30, monday: 06:30 - 21:30, tuesday: 06:30 - 21:30, wednesday: 06:30 - 21:30, thursday: 06:30 - 21:30, friday: 06:30 - 21:30, saturday: 06:30 - 21:30",3398683083,,,[],
425,Centro Sportivo Di Trilacum,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",0461866471,,,[],
387,Centro Sportivo M. Zorzi Mattarello,"tuesday: 08:30 - 12:30 / 14:30 - 17:00, wednesday: 08:30 - 12:30 / 14:30 - 17:00, thursday: 08:30 - 12:30 / 14:30 - 17:00, friday: 08:30 - 12:30 / 14:30 - 17:00, saturday: 08:30 - 12:30",0461959812,,,[],
388,Centro Sportivo Manazzon,"sunday: 09:00 - 19:00, monday: 09:00 - 13:00",0461924248,,,[],
390,Centro Sportivo O. Ceschi - Gabbiolo,,0461959812,,,[],
426,Centro Universitario Sportivo Trento Ass.Sp.Dilettantistica,"sunday: 09:00 - 18:00, monday: 09:00 - 13:00, tuesday: 09:00 - 23:00, wednesday: 09:00 - 23:00, thursday: 09:00 - 23:00, friday: 09:00 - 23:00, saturday: 09:00 - 23:00",0461944356,,,[],
33,Circolo Ippico La Roccia,"sunday: 09:00 - 19:00, monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00",0461913143,,,[],
392,Circolo Tennis Calisio,"sunday: 09:00 - 23:00, monday: 09:00 - 23:00, tuesday: 09:00 - 23:00, wednesday: 09:00 - 23:00, thursday: 09:00 - 23:00, friday: 09:00 - 23:00, saturday: 09:00 - 23:00",0461820040,,,[],
428,Circolo Tennis Grillo,"sunday: 09:00 - 23:00, tuesday: 09:00 - 23:00, wednesday: 09:00 - 23:00, thursday: 09:00 - 23:00, friday: 09:00 - 23:00, saturday: 09:00 - 23:00",0461925234,,,[],
429,Circolo Tennis Lavarone A.S.D.,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",0464724146,,,[],
338,Comune di Riva del Garda,,0464520078,,,[],
339,Fly2fun Parapendio Biposto,,3349469757,,,[],
340,Golf Club Folgaria,,0464720480,,,[],
395,"Gym ""G. Pascoli""",,0461992990,,,[],
546,Hotel Maroni,"sunday: 09:00 - 19:00, monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00",0464508198,,,[],
399,Imperial Center,,"3917414107, 0461262403",,,[],
432,Joyfitness Club,"sunday: 10:00 - 17:00, tuesday: 10:00 - 22:00, wednesday: 10:00 - 22:00, thursday: 10:00 - 22:00, friday: 10:00 - 22:00, saturday: 10:00 - 22:00",3286165313,,,[],
400,Juta Center,"sunday: 10:00 - 20:00, tuesday: 07:00 - 22:30, wednesday: 07:00 - 22:30, thursday: 07:00 - 22:30, friday: 07:00 - 22:30, saturday: 07:00 - 22:30","0461230797, 3887278568",,,[],
434,Madonna Bianca,,0461390785,,,[],
435,Maestri di Sci e Snowboard Cristallo A.T.P.,,3806328814,,,[],
344,Maneggio H-Cadr,,0464508292,,,[],
436,Navarini,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",0461959812,,,[],
304,Palafonte,,"0464672883, 3338386367, 0464671261, 3470021458, 0464670205",,,[],
61,Palagarda,,"0464555772, 0464554551",,,[],
346,Palaghiaccio Palafolgaria,,0464720337,,,[],
347,Palasport di Folgaria,,0464720277,,,[],
438,Palazzetto di Caldonazzo,"tuesday: 17:00 - 21:00, wednesday: 17:00 - 21:00, thursday: 17:00 - 21:00, friday: 17:00 - 21:00, saturday: 17:00 - 21:00",0461718105,,,[],
440,Palestra Povo,,0461959812,,,[],
310,Piastra del ghiaccio di San Valentino,,"0464391602, 0464395149",,,[],
442,Piscina Acquambiez,"sunday: 09:00 - 13:00 / 15:00 - 21:00, monday: 09:00 - 13:00 / 15:00 - 21:00, tuesday: 09:00 - 13:00 / 15:00 - 21:00, wednesday: 09:00 - 13:00 / 15:00 - 21:00, thursday: 09:00 - 13:00 / 15:00 - 21:00, friday: 09:00 - 13:00 / 15:00 - 21:00, saturday: 09:00 - 13:00 / 15:00 - 21:00",0465730082,,,[],
