Titolo;"Titolo breve";Immagine;Descrizione;"Locandina dell'evento";Inizio;Termine;Durata;Quando;Dove;Informazioni;Destinatari;Costi;Stato;Materia;Circoscrizione;Argomento;"Tipologia evento";"Manifestazione cui fa parte";Associazione;Progressivo;Sottotitolo;Orario;"Posizione geografica";Fonte
"Mostra  per il 90° Gruppo Alpini ""Grande guerra quello che le montagne restituiscono""";;var/mezzocorona/storage/images/turismo/calendario-eventi/mostra-per-il-90-gruppo-alpini-grande-guerra-quello-che-le-montagne-restituiscono/245408-1-ita-IT/Mostra-per-il-90-Gruppo-Alpini-Grande-guerra-quello-che-le-montagne-restituiscono.jpg|;"Mostra&nbsp, per il 90° Gruppo Alpini &quot,Grande guerra quello che le montagne restituiscono&quot,dal 27 settembre al 20 ottobre presso il centro di documentazione di Palazzo della Vicinia&nbsp,La mostra è aperta nei week endven. h. 18-21sab. h.18.00-21.00dom. h.10.00-12.00, 15.00-21.00e organizzata da Roberto tessadri, Francesca Rigotti, Epifanio DelmaschioSi veda la locandina allegata&nbsp,";www.comune.mezzocorona.tn.it/content/download/22947/245410/IMG_20190919_090422.jpg;18/10/2019;20/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"La Biblioteca e Fantarte per i bimbi a Bibliohalloween 2019";;var/mezzocorona/storage/images/turismo/calendario-eventi/la-biblioteca-e-fantarte-per-i-bimbi-a-bibliohalloween-2019/245433-1-ita-IT/La-Biblioteca-e-Fantarte-per-i-bimbi-a-Bibliohalloween-2019.png|;"La Biblioteca e Fantarte invitano i bimbi a Bibliohalloween 2019 con l'iniziativa dal titolo:BIBLIOTECA INFESTATA ACCHIAPPAFANTASMICERCASI!Martedì 29 ottobre 2019 Ore. 18.00- 19.30 gruppo 1 (4-7 anni)Ore 20.00-21.30 gruppo 2 (8-10 anni)Iscrizione 2 euro, precedenza ai residenti.Iscrizioni fino ad esaurimento dei posti disponibili (probabile chiusura il 16 ottobre)";;29/10/2019;29/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Presentazione libro “Come in terra straniera: storie di Mezzocorona, 1919-1945” di Fulvio Drago -collana “La Vicinia” (n.10)";;var/mezzocorona/storage/images/turismo/calendario-eventi/presentazione-libro-come-in-terra-straniera-storie-di-mezzocorona-1919-1945-di-fulvio-drago-collana-la-vicinia-n.10/245801-6-ita-IT/Presentazione-libro-Come-in-terra-straniera-storie-di-Mezzocorona-1919-1945-di-Fulvio-Drago-collana-La-Vicinia-n.10.png|;"Il giorno 20 ottobre alle ore 17.30 persso la biblioteca di Mezzocorona verrà presentato il libro di Fulvio Drago &quot,Come in terra straniera: storie di Mezzocorona, 1919-1945” che prosegue la collana “La Vicinia” (n.10), coordinata dalla biblioteca di Mezzocorona.Il libro come gli altri della collana sarà disponibile gratuitamente per i residenti (1 copia per famiglia).Per conoscere gli altri titoli disponibili si segua il link in questo sitohttps://www.comune.mezzocorona.tn.it/Aree-tematiche/Biblioteca-e-cultura/Iniziative-editoriali";;20/10/2019;20/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"GITA INTERSEZIONALE sezioni SAT di Mezzocorona, Mezzolombardo e S. Michele a/A e della Sezione C.A.I. Di Salorno  A FAVOGNA";;var/mezzocorona/storage/images/turismo/calendario-eventi/gita-intersezionale-sezioni-sat-di-mezzocorona-mezzolombardo-e-s.-michele-a-a-e-della-sezione-c.a.i.-di-salorno-a-favogna/246463-1-ita-IT/GITA-INTERSEZIONALE-sezioni-SAT-di-Mezzocorona-Mezzolombardo-e-S.-Michele-a-A-e-della-Sezione-C.A.I.-Di-Salorno-A-FAVOGNA.jpg|;"DOMENICA 6 OTTOBRE 2019 18° GITA INTERSEZIONALE sezioni SAT di Mezzocorona, Mezzolombardo e S. Michele a/A e della Sezione C.A.I. Di Salorno A FAVOGNAUlteriori informazioni al link&nbsp,http://www.satmezzocorona.it/index.php/programmi/lista-eventi/63-gita-inter-sezionaleSi veda il programma nel file allegato";www.comune.mezzocorona.tn.it/content/download/23049/246465/intersezionale-2019.pdf;06/10/2019;06/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Mostra d’arte di Stella Khorosheva";;var/mezzocorona/storage/images/turismo/calendario-eventi/mostra-d-arte-di-stella-khorosheva/246629-1-ita-IT/Mostra-d-arte-di-Stella-Khorosheva.jpg|;"La biblioteca organizza nelle datedal 30 ottobre al 10 novembre 2019presso Palazzo della Vicinia“Dialoghi fra le stelle e il mondo” Mostra d’arte di Stella Khorosheva&nbsp,Orari di apertura:Giovedì 30 ottobre ore 17.00 - 19.00Sabato 2 e 9 novembre ore 14.00 - 19.00Venerdì 1, domenica 3 e domenica 10 novembre ore 10.30 - 12.00 e 14.00 - 19.00&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,  &nbsp,&nbsp,    Stella Khorosheva, nata Slaviansk, in Ucraina, nel 1966, territorio sconvolto in anni recenti dalla guerra del Donbass, che ha segnato profondamente la vita della stessa artista.Laureata in chimica e da sempre appassionata d’arte, di musica e di poesia, Stella ha condotto la sua ricerca sia nell’ambito dell’acquerello sia della pittura ad olio sia della fotografia, realizzando con quest’ultima tecnica in particolare le collezioni “Elforia” e ”Orologio d’arte”.L’artista che da qualche anno vive a Lavis, dove ha già esposto le sue opere, sta ora sperimentando delle nuove possibilità artistiche.Questa mostra presenta le opere che l’artista ha realizzato negli ultimi anni, unendo l’arte fotografica alla pittura. La tecnica inventata dalla stessa risulta particolarmente originale e ogni opera esposta è unica.“I colori dei quadri sono un dono dei fiori” Stella  ";;30/10/2019;10/09/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"mezzo Vertical 2019";"Mezzo Vertical 2019: corsa non competitiva dalla Piazza della Chiesa al Monte di Mezzocorona";var/mezzocorona/storage/images/turismo/calendario-eventi/mezzo-vertical-2019-corsa-non-competitiva-dalla-piazza-della-chiesa-al-monte-di-mezzocorona/247102-1-ita-IT/Mezzo-Vertical-2019-corsa-non-competitiva-dalla-Piazza-della-Chiesa-al-Monte-di-Mezzocorona.jpg|;"sabato 12 ottobre l'Associazione Paganella Mountain Team organizza la V° edizione della corsa non competitiva denominata Mezzo Vertical.Ritrovo ore 15,30info e iscrizioni: paganellamountainteam@gmail.com";"www.comune.mezzocorona.tn.it/content/download/23106/247104/Vertical mezzo[2].jpg";12/10/2019;;;;"Monte di Mezzocorona con partenza dalla Piazza della Chiesa";;;;;;;;"Evento singolo";;;;;;;
"Spazi Giovani: collezione Autunno/Inverno";;var/mezzocorona/storage/images/turismo/calendario-eventi/spazi-giovani-collezione-autunno-inverno/247127-1-ita-IT/Spazi-Giovani-collezione-Autunno-Inverno.jpg|;"È tempo di SpaziGiovani “Collezione Autunno-Inverno”: tre sabati sera, tre proposte rivolte ai ragazzi dei paesi di Mezzocorona, Roverè della Luna, San Michele all’Adige e Mezzolombardo. La prossima settimana al via le iscrizioni! Vi aspettiamo nelle nostre sedi di Mezzocorona e Roverè della Luna. #spazigiovanirotaliana #collezioneautunnoinverno #sabatiserainsieme ❄️";"www.comune.mezzocorona.tn.it/content/download/23107/247129/spazi giovani 3 sabati sera.jpg";26/10/2019;;"3 sabati sera ";"26 ottobre, 16 novembre, 14 dicembre";;;;;;;;;Manifestazione;;;;;;;
"Spazi Giovani: collezione Autunno/Inverno";;var/mezzocorona/storage/images/turismo/calendario-eventi/spazi-giovani-collezione-autunno-inverno2/247206-1-ita-IT/Spazi-Giovani-collezione-Autunno-Inverno.jpg|;"È tempo di SpaziGiovani “Collezione Autunno-Inverno”: tre sabati sera,tre proposte rivolte ai ragazzi dei paesi di Mezzocorona, Roverè della Luna,San Michele all’Adige e Mezzolombardo. La prossima settimana al via leiscrizioni! Vi aspettiamo nelle nostre sedi di Mezzocorona e Roverè della Luna.#spazigiovanirotaliana#collezioneautunnoinverno#sabatiserainsieme";"www.comune.mezzocorona.tn.it/content/download/23118/247208/spazi giovani 3 sabati sera.jpg";26/10/2019;26/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Dov'è il tuo cuore: sincerità e inganni nell'inferno di Dante: evento al Palarotari con prof. Vivaldelli";;var/mezzocorona/storage/images/turismo/calendario-eventi/dov-e-il-tuo-cuore-sincerita-e-inganni-nell-inferno-di-dante-evento-al-palarotari-con-prof.-vivaldelli/247959-1-ita-IT/Dov-e-il-tuo-cuore-sincerita-e-inganni-nell-inferno-di-Dante-evento-al-Palarotari-con-prof.-Vivaldelli.jpg|;"Dov'è il tuo cuore: sincerità e inganni nell'inferno di Dante: evento al Palarotari con prof. Vivaldellimartedì 29 ottobre 2019 ore 20.30- Ingresso liberoOrganizza la Biblioteca diocesana&nbsp,Tutte le info nell'allegata locandina";www.comune.mezzocorona.tn.it/content/download/23201/247961/IMG_20191010_172516.jpg;29/10/2019;29/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"I GIOVANI NEL MONDO DIGITALE: DI COSA SI TRATTA E COME AIUTARE GENITORI E RAGAZZI? a cura di Neuroimpronta";;var/mezzocorona/storage/images/turismo/calendario-eventi/i-giovani-nel-mondo-digitale-di-cosa-si-tratta-e-come-aiutare-genitori-e-ragazzi-a-cura-di-neuroimpronta/247999-1-ita-IT/I-GIOVANI-NEL-MONDO-DIGITALE-DI-COSA-SI-TRATTA-E-COME-AIUTARE-GENITORI-E-RAGAZZI-a-cura-di-Neuroimpronta.jpg|;"Neuroimpronta in collaborazione con l’associazione Indipendentepropone:I GIOVANI NEL MONDO DIGITALE: DI COSA SI TRATTA E COME AIUTARE GENITORI E RAGAZZI?In biblioteca a Mezzocorona il 24 ottobre alle ore 20.30Conducono la serata: &nbsp,&nbsp,&nbsp,&nbsp,&nbsp, Michele Zagni, psicoterapeutaMonica Sadler, educatrice";;24/10/2019;24/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"QUANDO MANGIARE DIVENTA UN PROBLEMA: EMOZIONI E CIBO a cura di Neuroimpronta";;var/mezzocorona/storage/images/turismo/calendario-eventi/quando-mangiare-diventa-un-problema-emozioni-e-cibo-a-cura-di-neuroimpronta/248024-1-ita-IT/QUANDO-MANGIARE-DIVENTA-UN-PROBLEMA-EMOZIONI-E-CIBO-a-cura-di-Neuroimpronta.jpg|;"Neuroimpronta propone:QUANDO MANGIARE DIVENTA UN PROBLEMA: EMOZIONI E CIBOIn biblioteca a Mezzocorona il 7 novembre alle ore 20.30Conducono la serata: &nbsp,&nbsp,&nbsp,&nbsp,&nbsp, Valentina Spagni, psicoterapeutaSara Pedroni, psicoterapeuta";;07/11/2019;07/11/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"“Dialoghi fra le stelle e il mondo”  Mostra d’arte di Stella Khorosheva";;var/mezzocorona/storage/images/turismo/calendario-eventi/dialoghi-fra-le-stelle-e-il-mondo-mostra-d-arte-di-stella-khorosheva/248049-1-ita-IT/Dialoghi-fra-le-stelle-e-il-mondo-Mostra-d-arte-di-Stella-Khorosheva.jpg|;"La biblioteca propone dal 31 ottobre al 10 novembre 2019Palazzo della Vicinia“Dialoghi fra le stelle e il mondo” Mostra d’arte di Stella KhoroshevaInaugurazione Giovedì 31 ottobre ore 17.00&nbsp,Orari di apertura:Giovedì 31 ottobre ore 17.00-19.00Sabato 2 e 9 novembre ore 14.00 - 19.00Venerdì 1, domenica 3 e domenica 10 novembre ore 10.30 - 12.00 e 14.00 - 19.00&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,  &nbsp,Stemma di Slaviansk&nbsp,    Stella Khorosheva, nata Slaviansk, in Ucraina, nel 1966, territorio sconvolto in anni recenti dalla guerra del Donbass, che ha segnato profondamente la vita della stessa artista.Laureata in chimica e da sempre appassionata d’arte, di musica e di poesia, Stella ha condotto la sua ricerca sia nell’ambito dell’acquerello sia della pittura ad olio sia della fotografia, realizzando con quest’ultima tecnica in particolare le collezioni “Elforia” e ”Orologio d’arte”.L’artista che da qualche anno vive a Lavis, dove ha già esposto le sue opere, sta ora sperimentando delle nuove possibilità artistiche.Questa mostra presenta le opere che l’artista ha realizzato negli ultimi anni, unendo l’arte fotografica alla pittura. La tecnica inventata dalla stessa risulta particolarmente originale e ogni opera esposta è unica.“I colori dei quadri sono un dono dei fiori” Stella  ";;09/12/2019;10/11/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Aeffetti: mostra d'arte di Anna Tava";;var/mezzocorona/storage/images/turismo/calendario-eventi/aeffetti-mostra-d-arte-di-anna-tava/248099-1-ita-IT/Aeffetti-mostra-d-arte-di-Anna-Tava.jpg|;"La biblioteca propone la mostra&nbsp,Aeffetti di Anna TavaInaugurazione: venerdì 22 novembre ore 17.30Orari di apertura: Sabato e domenica dal 23/11 al 23/12 ore 15:00 19:00Anna Tava vive a Mezzolombardo, dove è nata nel 1958. Laureata in psicologia clinica, è da sempre interessata all’arte e alla comunicazione, negli anni ha esplorato i territori dell’espressività della parola, della corporeità e del grafico-pittorico. È arrivata così a condurre percorsi formativi in ambito psicomotorio, a scrivere diversi libri e a produrre opere ispirandosi ad autori famosi, sperimentando tecniche e lasciandosi stimolare dalla curiosità fino ad arrivare ad una sintesi personale.Così l’Artista, se nei suoi testi indaga le verità umane più profonde, sulle tele estrapola figure nascoste fra i colori e nell’accostamento di materiali contrastanti costruisce strani mondi. La sua produzione presenta due filoni: da un alto la Fluid art, con una miscellanea di colori da cui a volte ricava immagini intraviste, dall’altro le opere materiche dove il ferro vecchio trova posto fra strati di pittura resa grezza da svariati materiali. Fra astratto e figurativo, la ricerca dell’inaspettato è la chiave di lettura delle sue opere.";;21/12/2019;23/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Spazi Giovani: collezione Autunno/Inverno";;var/mezzocorona/storage/images/turismo/calendario-eventi/spazi-giovani-collezione-autunno-inverno3/248074-1-ita-IT/Spazi-Giovani-collezione-Autunno-Inverno.jpg|;"È tempo di SpaziGiovani “Collezione Autunno-Inverno”: tre sabati sera,tre proposte rivolte ai ragazzi dei paesi di Mezzocorona, Roverè della Luna,San Michele all’Adige e Mezzolombardo. La prossima settimana al via leiscrizioni! Vi aspettiamo nelle nostre sedi di Mezzocorona e Roverè della Luna.#spazigiovanirotaliana#collezioneautunnoinverno#sabatiserainsieme";"www.comune.mezzocorona.tn.it/content/download/23206/248076/spazi giovani 3 sabati sera.jpg";16/11/2019;;;;;;;;;;;;"Evento singolo";;;;;;;
"Babbo Natale a Palazzo Martini a cura degli Operatori economici ed artigiani di Mezzocorona ";;var/mezzocorona/storage/images/turismo/calendario-eventi/babbo-natale-a-palazzo-martini-a-cura-degli-operatori-economici-ed-artigiani-di-mezzocorona/248124-4-ita-IT/Babbo-Natale-a-Palazzo-Martini-a-cura-degli-Operatori-economici-ed-artigiani-di-Mezzocorona.jpg|;"Babbo Natale a Palazzo Martini a cura degli Operatori economici ed artigiani di Mezzocorona torna per la felicità dei bambini&nbsp,dal 23 novembre al 24 dicembre 2019.Si veda il programma nel depliant allegato&nbsp,o sul sito: www.nataleamezzocorona.it";"www.comune.mezzocorona.tn.it/content/download/23208/248126/DEPLIANT NATALE_2019_05.pdf";21/12/2019;24/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Spazi Giovani: collezione Autunno/Inverno";;var/mezzocorona/storage/images/turismo/calendario-eventi/spazi-giovani-collezione-autunno-inverno4/248149-1-ita-IT/Spazi-Giovani-collezione-Autunno-Inverno.jpg|;"È tempo di SpaziGiovani “Collezione Autunno-Inverno”: tre sabati sera,tre proposte rivolte ai ragazzi dei paesi di Mezzocorona, Roverè della Luna,San Michele all’Adige e Mezzolombardo. La prossima settimana al via leiscrizioni! Vi aspettiamo nelle nostre sedi di Mezzocorona e Roverè della Luna.#spazigiovanirotaliana#collezioneautunnoinverno#sabatiserainsieme";"www.comune.mezzocorona.tn.it/content/download/23209/248151/spazi giovani 3 sabati sera.jpg";14/12/2019;;;;;;;;;;;;"Evento singolo";;;;;;;
"Il Melograno propone : serata di rilassamento con le campane tibetane";;var/mezzocorona/storage/images/turismo/calendario-eventi/il-melograno-propone-serata-di-rilassamento-con-le-campane-tibetane/248719-4-ita-IT/Il-Melograno-propone-serata-di-rilassamento-con-le-campane-tibetane.jpg|;"Il Melograno propone : serata di rilassamento con le campane tibetane&nbsp, con Giuliana Piscitelli il 7.11.2019 h. 20.30.ISCRIZIONI E INFORMAZIONI&nbsp, &nbsp, &nbsp, &nbsp, &nbsp,IL GIORNO 22 OTTOBRE ORE 20,00&nbsp,&nbsp,";"www.comune.mezzocorona.tn.it/content/download/23276/248721/CAMPANA TIBETANE  2019.doc";07/11/2019;07/11/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Con il Melograno: arriva s. Nicolò";;var/mezzocorona/storage/images/turismo/calendario-eventi/con-il-melograno-arriva-s.-nicolo/248744-2-ita-IT/Con-il-Melograno-arriva-s.-Nicolo.jpg|;"Con il Melograno: arriva s. Nicolò05&nbsp, DICEMBRE&nbsp, 2019&nbsp,ALLE ORE 16,30a partire da Piazza S. GottardoPer ulteriori informazioni si veda la locandina allegata&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp, ";"www.comune.mezzocorona.tn.it/content/download/23277/248746/SAN NICOLO' 2019(1).doc";05/12/2019;05/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Presentazione calendario ""Il Monte fra passato, presente e futuro""";;var/mezzocorona/storage/images/turismo/calendario-eventi/presentazione-calendario-il-monte-fra-passato-presente-e-futuro/248947-1-ita-IT/Presentazione-calendario-Il-Monte-fra-passato-presente-e-futuro.jpg|;"Domenica 8 dicembre ore 17.30 in biblioteca:&nbsp,Presentazione del calendario 2020“Il Monte di Mezzocorona tra passato, presente e futuro, con scritti di Mirtis Kerschbaumer”&nbsp,IL CALENDARIO È’ DISPONIBILE GRATUITAMENTE IN BIBLIOTECA IL GIORNO DELLA PRESENTAZIONE E SUCCESSIVAMENTE PER LE FAMIGLIE RESIDENTI A MEZZOCORONA&nbsp,Età: 12-99 anni.";;08/12/2019;08/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Cerimonia commemorativa dei caduti";;var/mezzocorona/storage/images/turismo/calendario-eventi/cerimonia-commemorativa-dei-caduti/248972-1-ita-IT/Cerimonia-commemorativa-dei-caduti.jpg|;"  &nbsp,    &nbsp,  &nbsp,ASSOCIAZIONE COMBATTENTI E REDUCIASSOCIAZIONE NAZIONALE ALPINI ASSOCIAZIONE NAZIONALE FANTI COMPAGNIA SCHŰTZEN MEZZOCORONA&nbsp,INVITANO&nbsp,TUTTI I CONCITTADINI&nbsp,ALLA CERIMONIA COMMEMORATIVAA RICORDO DEI CADUTIDI TUTTE LE GUERRE&nbsp,&nbsp,&nbsp,DOMENICA 03 NOVEMBRE 2019&nbsp,&nbsp,Con il seguente programma:&nbsp,ore 09,30&nbsp,&nbsp,&nbsp,&nbsp, ritrovo delle associazioni presso il Comuneore 10,00&nbsp,&nbsp,&nbsp,&nbsp, S.Messa ore 11,00&nbsp,&nbsp,&nbsp,&nbsp, deposizione corona d’alloro al Monumento ai Caduti&nbsp,&nbsp,&nbsp,&nbsp, IL SINDACO&nbsp,&nbsp,&nbsp, Mattia Hauser";;03/11/2019;03/11/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Holyween all'oratorio di Mezzocorona";;var/mezzocorona/storage/images/turismo/calendario-eventi/holyween-all-oratorio-di-mezzocorona/249318-1-ita-IT/Holyween-all-oratorio-di-Mezzocorona.jpg|;"L'Oratorio organizza un momento di incontro con ragazzi sul tema delle festività dei santi dal titolo &quot,Holyween&quot,, nell'allegata locandina tutte le informazioni.L'iniziativa si svolge il giorno 30.10.2019 alle ore 19 all'Oratorio , con castagnata finale";www.comune.mezzocorona.tn.it/content/download/23358/249320/74530276_1246754012193300_4240725453939146752_n.jpg;30/10/2019;30/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Halloween party al Bar Campetti";;var/mezzocorona/storage/images/turismo/calendario-eventi/halloween-party-al-bar-campetti/249343-1-ita-IT/Halloween-party-al-Bar-Campetti.jpg|;"Halloween party al Bar Campetti giovedì 31 ottobre ore 20.30 con concerto dei B.D.C.Si veda la locandina allegata.";www.comune.mezzocorona.tn.it/content/download/23359/249345/73094353_2431453367113319_6540317383066648576_n.jpg;31/10/2019;31/10/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"salita al burrone in notturna - annullata per maltempo";;var/mezzocorona/storage/images/turismo/calendario-eventi/salita-al-burrone-in-notturna-annullata-per-maltempo/249784-1-ita-IT/salita-al-burrone-in-notturna-annullata-per-maltempo.jpg|;"La SAT-sezione di Mezzocorona propone: salita al burrone in notturna&nbsp,sabato 23 novembre ore 17.00.Massimo 150 partecipantiTutte le info nella locandina allegata .";www.comune.mezzocorona.tn.it/content/download/23407/249786/burro.jpg;23/11/2019;23/11/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Corso di bricolage ""Babbo Natale di benvenuto"" con Orietta Danese";;var/mezzocorona/storage/images/turismo/calendario-eventi/corso-di-bricolage-babbo-natale-di-benvenuto-con-orietta-danese/249919-1-ita-IT/Corso-di-bricolage-Babbo-Natale-di-benvenuto-con-Orietta-Danese.jpg|;"La biblioteca organizzavenerdì 15 novembre 2019 / h. 20-22Corso per la realizzazione di un Babbo Natale di benvenuto di Orietta DaneseIn biblioteca a MezzocoronaLa proponente insegnerà agli iscritti come realizzare il decoro in feltro dell’immagine che rappresenta un Babbo natale da appendere alla porta. Il costo di iscrizione da versare in biblioteca è di euro 2,00 cui sono da aggiungere euro 8,00 circa di rimborso materiali.Le iscrizioni si ricevono in biblioteca fino ad esaurimento dei posti disponibili e comunque entro il 13 novembre. Precedenza ai residenti.&nbsp,&nbsp,";;15/11/2019;15/11/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"Laboratorio di pittura con Anna Tava";;var/mezzocorona/storage/images/turismo/calendario-eventi/laboratorio-di-pittura-con-anna-tava/249944-2-ita-IT/Laboratorio-di-pittura-con-Anna-Tava.jpg|;"La biblioteca organizzaVenerdì 29 novembre 2019 / h. 20-22Laboratorio di pittura con la tecnica colla-acquerello con Anna TavaL’artista Anna Tava, che dal 22 novembre al 23 dicembre propone la mostra “Aeffetti” presso il Centro di documentazione di Palazzo della Vicinia, propone un laboratorio di pittura espressiva su carta con la tecnica colla-acquerello.Iscrizioni in biblioteca entro il 25 novembre al costo di euro 2,00 a partecipante (max 20 partecipanti).&nbsp,Si ringrazia la proponente per l’ iniziativa offerta gratuitamente. Età: 14-99 anni&nbsp,";;29/11/2019;29/11/2019;;;;;;;;;;;"Evento singolo";;;;;;;
"GIORNATA DEL RINGRAZIAMENTO";;var/mezzocorona/storage/images/turismo/calendario-eventi/giornata-del-ringraziamento3/251235-2-ita-IT/GIORNATA-DEL-RINGRAZIAMENTO.jpg|;"Domenica 17 novembre 2019 si terrà la tradizionale &quot,Giornata del Ringraziamento&quot,.ore 10,00: funzione religiosaore 11,00: discorsi ufficialia seguire rinfresco offerto dal Club 3P";;17/11/2019;;;;;;;;;;;;"Evento singolo";;;;;;;
"Sport ad alta quota. Basket, montagna e territorio ";;var/mezzocorona/storage/images/turismo/calendario-eventi/sport-ad-alta-quota.-basket-montagna-e-territorio/251450-1-ita-IT/Sport-ad-alta-quota.-Basket-montagna-e-territorio.jpg|;"martedì 26 novembre 2019 ad ore 20,30 presso la Biblioteca comunale.Ospiti: Luca Lechthaler (giocatore Aquila Basket), Luigi Longhi (Presidente Aquila Basket), Manuel Degasperi (record mondiale di dislivello positivo in 24h).Modera: Michelangelo Felicetti.";www.comune.mezzocorona.tn.it/content/download/23613/251452/PHOTO-2019-11-16-11-56-54.jpg;26/11/2019;;;;;;;;;;;;"Evento singolo";;;;;;;
"Una serata con il Melograno per parlare di specialità siciliane";;var/mezzocorona/storage/images/turismo/calendario-eventi/una-serata-con-il-melograno-per-parlare-di-specialita-siciliane/251994-1-ita-IT/Una-serata-con-il-Melograno-per-parlare-di-specialita-siciliane.jpg|;"IL MELOGRANO ORGANIZZA UNA SERATA DAL TITOLO&nbsp,&nbsp,“ MENU' SPECIALITA' SICILIANE PER LE &nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp, &nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp, FESTE “&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp, &nbsp,a cura di PIERA VOLPE&nbsp,&nbsp,&nbsp,IL GIORNO LUNEDI 02/12/2019 ORE 20,00 PRESSO LA CUCINA DELLA SALA Don Valentino&nbsp, (Oratorio Mezzocorona)&nbsp,&nbsp,ISCRIZIONI E INFORMAZIONI&nbsp,GIOVEDI' 28/11&nbsp, presso EX BOCCIODROMO (Campetti Centro Sottodossi Mezzocorona) alle ore 20,00&nbsp,Per&nbsp,informazioni:&nbsp,melograno@virgilio.it&nbsp,";;02/12/2019;02/12/2019;;;;;;;;;;;"Evento singolo";;;;;;;
