remoteId,published,modified,Titolo,Titolo breve,Immagine,Descrizione breve,Descrizione,Locandina dell'evento,Inizio,Termine,Orario,Durata,Quando,Dove,lat,lon,address,Informazioni,Destinatari,Target,Costi,Stato,Parole chiave,Circoscrizione,Tipologia di evento,Iniziativa cui fa parte,Associazione,Progressivo,Fonte,Galleria,Telefono,Fax,Email,Sito web,Valutazione dell'utente,Location,Tipologia,Tipo evento,Manifestazione collegata (numero),Manifestazione collegata (testo),Immagine correlata,Comune
7bbdc36c7d92c860123bf46ed5e1d791,2018-06-29T20:30:00+02:00,2018-06-26T14:29:26+02:00,Serata di presentazione corso di tessitura,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/serata-di-presentazione-corso-di-tessitura/3118253-1-ita-IT/Serata-di-presentazione-corso-di-tessitura.jpg,"Venerdì 29 giugno ore 20.30 presso la sala riunioni della biblioteca comunale &quot,O. Gasperini&quot, di Grigno si terrà una serata informativa e di presentazione di un corso di tessitura con telai a 4 licci per principianti.Presenta la maestra d'arte Milena Palla.Organizza &quot,Gruppo donne di Grigno-Tezze&quot, in collaborazione con la biblioteca comunale di Grigno.Ingresso libero",,http://www.comunitavalsuganaetesino.it/content/download/213374/3118256/1/CORSO-TESSITURA-PRESENTAZIONE-1.jpg,2018-06-29T20:30:00+02:00,2018-06-29T22:30:00+02:00,dalle 20.30 alle 22.30,,29 giugno 2018,"Sala riunioni biblioteca comunale ""O. Gasperini"" ",46.017035,11.635941,"Grigno, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38055, Italia",,,Tutti,gratuito,,,,Incontri e convegni,,Biblioteca comunale O. Gasperini di Grigno (TN),,,,0461/765414,,grigno@biblio.infotn.it,,,interno,,,0.0,,,
da080cba02615815579a33dde309ade6,2018-06-29T18:00:00+02:00,2018-06-20T08:55:14+02:00,Festa di San Pietro e Paolo e Luciolada,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/festa-di-san-pietro-e-paolo-e-luciolada/3093882-1-ita-IT/Festa-di-San-Pietro-e-Paolo-e-Luciolada.png,"A Roncegno Terme si svolgerà la Festa Patronale di San Pietro e Paolo nei giorni 29-30 giugno e 1 luglio 2018. La festa inizierà il venerdì sera dalle ore 18.00 presso il tendone allestito nello stabile della nuovissima Caserma dei Vigili del Fuoco in via Ferme, il sabato sera del 30 giugno si terrà la classica &quot,Luciolada&quot, dedicata alle famiglie ed ai più giovani, che vedrà sfilare lungo le vie di Roncegno Terme e nei sobborghi del Paese una fantastica scia di luci luminose (bracciali e barre luminescenti) che verranno distribuite ai presenti presso lo stabile in via Ferme (V.V.F.), la passeggiata inizierà alle ore 21.00 ed il punto di ritrovo è la caserma dei Vigili del Fuoco. ","San Pietro e Paolo, Festa Patronale del Paese di Roncegno Terme: tre giorni all'insegna della musica, del buon cibo e del divertimento per tutte le età. Vi invitiamo numerosi all'appuntamento del sabato sera, con la classica &quot,Luciolada&quot, per stare insieme ed illuminare le vie del Paese, creando un'atmosferica magica ed emozionale.A presto, vi aspettiamo !!!",,2018-06-29T18:00:00+02:00,2018-07-01T15:30:00+02:00,dalle ore 18.00 del venerdì sera alle ore 15.30 della domenica,,dal 29 giugno al 1 luglio 2018,Roncegno terme - via Fermi - (TN),46.049214,11.411904,"Vigili volontari del fuoco di Roncegno Terme, Via Ferme, Maso Vazzena, Masetti, Roncegno Terme, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto ",,,Tutti,,,,,"Musica,Manifestazioni ed eventi",,Pro Loco Roncegno Terme,,,,,,prolocoroncegno@gmail.com,,,esterno,,,0.0,,,
eb381246b520df6252c6b9fcd2a732c9,2018-06-26T21:00:00+02:00,2018-03-23T10:58:31+01:00,121 St. Mark's Band,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/121-st.-mark-s-band/3094768-1-ita-IT/121-St.-Mark-s-Band.jpg,I concerti del martedì,"
Omar Francescato: fisarmonica
Michele Uliana: clarinetto
Marco Martinello: violino
Luca Zanetti: violino
Sara Scatto: pianoforte
Sandro Bedendo: contrabbassoMusiche: H. Zimmer, J. Williams, J. Hurwitz, O. Francescato",http://www.comunitavalsuganaetesino.it/content/download/211208/3094771/1/CALENDARIO CONCERTI 2018.pdf,2018-06-26T21:00:00+02:00,2018-06-26T23:00:00+02:00,Alle 21,,Il 26 giugno 2018,"Casa di salute Raphael, Palace Hotel, Roncegno Terme",46.049868,11.40914,"Casa Raphael Palace Hotel, Via Waiz, Maso Vazzena, Masetti, Roncegno Terme, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, Italia",Direzione artistica: Santo Albertini ed Edoardo Bruni,,Tutti,Ingresso libero,,,,Musica,I concerti del martedì,,,,,0461 772000,,info@arsmodi.it,http://www.casaraphael.com/|www.casaraphael.com,,interno,,,0.0,,,
b27d63891cfcc2942b993e5604337d46,2018-06-24T11:00:00+02:00,2018-03-15T09:25:28+01:00,Michele De Lucchi: incontro con l'artista e inaugurazione dell'opera,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/michele-de-lucchi-incontro-con-l-artista-e-inaugurazione-dell-opera/3091043-1-ita-IT/Michele-De-Lucchi-incontro-con-l-artista-e-inaugurazione-dell-opera.jpg,"“La parola catasta è di per sé una poesia, per il legno di cui è fatta, per quello che evoca e, nella lingua italiana, per il suono della parola stessa. […] Qualche volta le cataste sono vere e proprie costruzioni, piccole casette o vere cattedrali con grandi tetti che le coprono tenendo insieme i tozzetti e riparando dalla pioggia e dalla neve.” (M. De Lucchi)","
Ore 11.00: presso Villa Strobele inaugurazione dell’opera.Ore 15.00: presso Malga Costa lectio magistralis di Michele De Lucchi.",,2018-06-24T11:00:00+02:00,2018-06-24T17:00:00+02:00,Alle 11 e alle 15,,Il 24 giugno 2018,"Villa Strobele e Malga Costa, Val di Sella - Borgo Valsugana",46.002738,11.369305,"Malga Costa, Strada forestale spiaz de le scandole, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, Italia","
Per accedere all’evento delle ore 11:
&gt, Si accede all’evento con il biglietto di ingresso, fino ad esaurimento posti.
&gt, Ingresso con biglietto.
Per accedere all’evento delle ore 15:
&gt, Prenotazione obbligatoria chiamando il numero 0461 751251 dal lunedì al venerdì, dalle 8 alle 12 ed il giorno dell’evento.
&gt, L’evento è garantito anche in caso di maltempo, fino ad esaurimento posti.&gt, Ingresso con biglietto.",,Tutti,,,,,Manifestazioni ed eventi,Arte Sella 2018,,,,,0461 751251,,artesella@yahoo.it,http://www.artesella.it|www.artesella.it,,interno,,,0.0,,,
419f7ee5291fe74a986b37b12c73dd2b,2018-06-24T10:00:00+02:00,2018-06-19T14:34:01+02:00,Visita guidata al Trincerone di Grigno,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/visita-guidata-al-trincerone-di-grigno2/3117177-1-ita-IT/Visita-guidata-al-Trincerone-di-Grigno.jpg,Domenica 24 giugno ore 10.00 visita gratuita al Trincerone di Grigno.Ritrovo davanti alla biblioteca comunale.Ingresso libero,,http://www.comunitavalsuganaetesino.it/content/download/213228/3117180/1/trincea-20182 (1).jpg,2018-06-24T10:00:00+02:00,2018-06-24T11:00:00+02:00,dalle ore 10.00 alle ore 11.00,,24 giugno 2018,Trincerone di Grigno,46.017035,11.635941,"Grigno, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38055, Italia",,,Tutti,gratuito,,,,"Altro,Visita guidata",,Biblioteca comunale O. Gasperini di Grigno (TN),,,,0461/765414,,grigno@biblio.infotn.it,,,esterno,,,0.0,,,
1924c00f2017643d3c892539f4fe019a,2018-06-22T21:00:00+02:00,2018-06-04T09:50:54+02:00,Luna e altre storie ... OSCAR BERTI Acustiv Live,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/luna-e-altre-storie-oscar-berti-acustiv-live/3114516-1-ita-IT/Luna-e-altre-storie-OSCAR-BERTI-Acustiv-Live.jpg,Luna e altre storie ... OSCAR BERTI Acustiv Live,Luna e altre storie ... OSCAR BERTI Acustiv LiveConcerto di Oscar Berti e il suo gruppo sulla terrazza delle Stelle dell'Osservatorio Astronomico del Celado nel Comune di Castello Tesino,http://www.comunitavalsuganaetesino.it/content/download/212994/3114519/1/foto copertina-2.jpg,2018-06-22T21:00:00+02:00,2018-06-22T22:45:00+02:00,"Dalle ore 21 alle ore 22,45",,Venerdì 22 giugno 2018 ore 21,Terrazza delle Stelle Osservatorio Astronomico del Celado,46.029672,11.657674,"Castello Tesino, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38053, Italia",Info: 0461-593232 biblioteca,,Tutti,Visione gratuita,,,,Musica,,ASSOCIAZIONE PER LA COMUNICAZIONE SOCIALE - CASTELLO TESINO,,,,0461-593232,,paolosordo@libero.it,,,esterno,,,0.0,,,
fca3768c60140b4772b8c61e3b7bbada,2018-06-22T21:00:00+02:00,2018-06-19T14:29:46+02:00,"Concerto coro ""Val Bronzale""",,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/concerto-coro-val-bronzale/3117139-1-ita-IT/Concerto-coro-Val-Bronzale.jpg,"Venerdì 22 giugno 2018 ad ore 21.00 concerto del coro &quot,Val Bronzale&quot, di Ospedaletto presso l'Antica Pieve dei SS. Giacomo e Cristoforo di GrignoIngresso libero",,http://www.comunitavalsuganaetesino.it/content/download/213227/3117142/1/Concerto-coro-Val-Bronzale (1).jpg,2018-06-22T21:00:00+02:00,2018-06-22T23:00:00+02:00,dalle ore 21.00 alle ore 23.00,,22 giugno 2018,Antica Pieve dei SS. Giacomo e Cristoforo,46.017035,11.635941,"Grigno, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38055, Italia",,,Tutti,gratuito,,,,Musica,,Biblioteca comunale O. Gasperini di Grigno (TN),,,,0461/765414,,grigno@biblio.infotn.it,,,interno,,,0.0,,,
7f93cd6ba391dae83f8be3415726e721,2018-06-22T18:00:00+02:00,2018-06-15T11:09:35+02:00,Face (&) book,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/face-book/3116700-1-ita-IT/Face-book.png,"Fabrizio Berti, giovane artista valsuganotto, è il protagonista di una doppia mostra che si terrà dal 22 giugno all'8 luglio presso lo Spazio Klien e Palazzo Ceschi a Borgo Valsugana. Le due mostre sono promosse dalla Comunità di Valle Valsugana e Tesino, B.I.M., Sistema Culturale Valsugana Orientale, Comune di Borgo Valsugana, Arci del Trentino, Croxarie e Terre del Lagorai.","Fabrizio Berti, giovane artista valsuganotto, è il protagonista di una doppia mostra che si terrà dal 22 giugno all'8 luglio presso lo Spazio Klien e Palazzo Ceschi a Borgo Valsugana. Le due mostre sono promosse dalla Comunità di Valle Valsugana e Tesino, B.I.M., Sistema Culturale Valsugana Orientale, Comune di Borgo Valsugana, Arci del Trentino, Croxarie e Terre del Lagorai.
FACE (&amp,)BOOK. 100 PROFILI DI FABRIZIO BERTI
Dal 22 giugno Fabrizio Berti ci da la password per accedere allo Spazio Klien e curiosare tra i suoi 100 profili. 100 ritratti, 100 volti di uomini e donne che raccontano di potere, politica, storia e musica.A cura di Aurora Minati
Spazio Klien, Piazza Degasperi, Borgo Valsugana (TN)
Vernissage: venerdì 22 giugno, ore 18:00Dal 22 giugno al 8 luglio 2018
Orario: 
Da martedì a sabato 10-12 / 16-19,
Domenica 10-12Lunedì chiuso
FABRIZIO BERTI (a) NUDO. COME NASCE, LAVORA E PENSA UN ARTISTA
Scopo della mostra a Palazzo Ceschi è quello di raccontare un pezzo di vita, di andare oltre a quello che comunemente si vede nei musei e nelle gallerie e scoprire cosa si trova dietro ad una tela dipinta, ascoltare il pensiero, l’ispirazione, il lavoro e la ricerca che anima ogni opera.A cura di Aurora Minati
Palazzo Ceschi, Pizzetta Ceschi 1, Borgo Valsugana (TN)Dal 22 giugno al 8 luglio 2018
Orario: 
Da lunedì a venerdì 8.30-12 Sabato e Domenica chiuso",http://www.comunitavalsuganaetesino.it/content/download/213211/3116703/1/3218 cartolina.pdf,2018-06-22T18:00:00+02:00,2018-07-08T12:00:00+02:00,Inaugurazione il 22/6 alle 18,,Dal 22 giugno all'8 luglio,"Spazio Klien e Palazzo Ceschi, Borgo Valsugana",46.053006,11.456446,"Spazio Klien, Chiostro venerabile Giovanna Maria della Croce, Crosetta, Cimond&egrave,, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trent","
FACE (&amp,)BOOK. 100 PROFILI DI FABRIZIO BERTI
Spazio Klien, Piazza Degasperi, Borgo Valsugana (TN)Vernissage: venerdì 22 giugno, ore 18:00Dal 22 giugno al 8 luglio 2018
Orario: 
Da martedì a sabato 10-12 / 16-19,
Domenica 10-12Lunedì chiuso
FABRIZIO BERTI (a) NUDO. COME NASCE, LAVORA E PENSA UN ARTISTA
Palazzo Ceschi, Piazzetta Ceschi 1, Borgo Valsugana (TN)Dal 22 giugno al 8 luglio 2018
Orario: 
Da lunedì a venerdì 8.30-12 Sabato e Domenica chiuso",,Tutti,Ingresso libero,,,,"Mostra,Mostra di pittura",,,,,,0461 755513,,segreteria@comunitavalsuganaetesino.it,https://www.facebook.com/palazzoceschi/|Facebook,,interno,,,0.0,,,
f18606c8f45899bbfa37d2a7dcf0236f,2018-06-21T20:15:00+02:00,2018-06-10T21:10:24+02:00,"Presentazione del libro ""Selvatica""",,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/presentazione-del-libro-selvatica/3115671-1-ita-IT/Presentazione-del-libro-Selvatica.jpg,"La scrittrice  Vilma  Kaisermann presenterà il suo libro &quot,Selvatica&quot, edito da Publistampa. ","Il romanzo è ambientato a Mezzolombardo negli anni Cinquanta del secolo scorso e  descrive la vita di Matilde, nata in una famiglia di contadini e rimasta presto orfana della mamma..«L’idea di scrivere questo romanzo - spiega Vilma Kaisermann - è nata ricordando gli aneddoti e i racconti di mia madre che diceva sempre come una volta, anche senza soldi, la gente viveva meglio, si voleva più bene e ci si aiutava di più».",http://www.comunitavalsuganaetesino.it/content/download/213135/3115674/1/selvatica.jpg,2018-06-21T20:15:00+02:00,2018-06-21T21:00:00+02:00,,,,"Libreria Il Ponte, Borgo Valsugana",46.053971,11.456199,"Libreria Il Ponte, 76, Via Cesare Battisti, Crosetta, Cimond&egrave,, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38",,,Tutti,,,,,"Altro,Manifestazioni ed eventi",,Libreria Il Ponte,,,,041752450,,ilpontelibreria@gmail.com,,,interno,,,0.0,,,
ab918d6994fa11fd41396b69c56a2355,2018-06-19T21:00:00+02:00,2018-03-23T10:57:14+01:00,Trio Castel Ivano,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/trio-castel-ivano/3094730-1-ita-IT/Trio-Castel-Ivano.jpg,I concerti del martedì,"
Sergio Fizzotti: chitarra
Carlo Boccher: pianoforte
Gianni Longo: contrabbassoMusiche: Jobim, Piazzolla, Rodrigo, Tiersen...",http://www.comunitavalsuganaetesino.it/content/download/211207/3094733/1/CALENDARIO CONCERTI 2018.pdf,2018-06-19T21:00:00+02:00,2018-06-19T23:00:00+02:00,Alle 21,,Il 19 giugno 2018,"Casa di salute Raphael, Palace Hotel, Roncegno Terme",46.049868,11.40914,"Casa Raphael Palace Hotel, Via Waiz, Maso Vazzena, Masetti, Roncegno Terme, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, Italia",Direzione artistica: Santo Albertini ed Edoardo Bruni,,Tutti,Ingresso libero,,,,Musica,I concerti del martedì,,,,,0461 772000,,info@arsmodi.it,http://www.casaraphael.com/|www.casaraphael.com,,interno,,,0.0,,,
443dcdc1701ada20ad7867b99976392f,2018-06-16T10:00:00+02:00,2018-05-30T18:33:27+02:00,Piccole letture per nuovi lettori: incontro con le volontarie Nati per Leggere,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/piccole-letture-per-nuovi-lettori-incontro-con-le-volontarie-nati-per-leggere/3113185-1-ita-IT/Piccole-letture-per-nuovi-lettori-incontro-con-le-volontarie-Nati-per-Leggere.jpg,Presentazione dei libri della bibliografia NpL per bambini 0-4 anni,,http://www.comunitavalsuganaetesino.it/content/download/212823/3113188/1/locandina nuovi nati 3.pdf,2018-06-16T10:00:00+02:00,2018-06-16T11:00:00+02:00,,,,,46.051623,11.410303,"Roncegno Terme, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38050, Italia",,,Bambini,,,,,Presentazione libro,,Comune di Roncegno Terme,,,,0461764387,,roncegno@biblio.infotn.it,,,interno,,,0.0,,,
d5d98df3bfe448b47b06787e3229b41c,2018-06-15T20:30:00+02:00,2018-06-09T14:38:58+02:00,"Concerto del complesso ""A. Corelli""",,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/concerto-del-complesso-a.-corelli/3115595-1-ita-IT/Concerto-del-complesso-A.-Corelli.jpg,"Venerdì 15 giugno 2018 ad ore 20.30 presso l'Antica Pieve dei Santissimi Giacomo e Cristoforo di Grigno (TN) si terrà un concerto di musica barocca del complesso &quot,A. Corelli&quot, di Borgo Valsugana.Primo violino e direttore: Andrea FerroniSoprano: Stefanie StegerPresenta: Alessandro FioreseIngresso libero",,http://www.comunitavalsuganaetesino.it/content/download/213133/3115598/1/concerto corelli-000.jpg,2018-06-15T20:30:00+02:00,2018-06-15T23:00:00+02:00,dalle 20.30 alle 23.00,,15 giugno 2018,Antica Pieve dei Santissimi Giacomo e Cristoforo,46.017035,11.635941,"Grigno, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38055, Italia",,,Tutti,gratuito,,,,Musica,,Biblioteca comunale O. Gasperini di Grigno (TN),,,,0461/765414,,grigno@biblio.infotn.it,,,interno,,,0.0,,,
5dd9483d664b721e3f2dc82ecfcdc918,2018-06-12T21:00:00+02:00,2018-03-23T10:56:07+01:00,Duo Alambic,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/duo-alambic/3094692-1-ita-IT/Duo-Alambic.jpg,I concerti del martedì,"
Nicolò Nigrelli: violoncello
Margherita Berlanda: fisarmonicaMusiche: J.S. Bach, I. Yun, G. Castelli",http://www.comunitavalsuganaetesino.it/content/download/211206/3094695/1/CALENDARIO CONCERTI 2018.pdf,2018-06-12T21:00:00+02:00,2018-06-12T23:00:00+02:00,Alle 21,,Il 12 giugno 2018,"Casa di salute Raphael, Palace Hotel, Roncegno Terme",46.049868,11.40914,"Casa Raphael Palace Hotel, Via Waiz, Maso Vazzena, Masetti, Roncegno Terme, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, Italia",Direzione artistica: Santo Albertini ed Edoardo Bruni,,Tutti,Ingresso libero,,,,"Musica,Musica classica",I concerti del martedì,,,,,0461 772000,,info@arsmodi.it,http://www.casaraphael.com/|www.casaraphael.com,,interno,,,0.0,,,
cee13cf8f312e5c47a7ac8d4a1996270,2018-06-10T11:00:00+02:00,2018-06-08T14:29:09+02:00,Riparo Dalmeri: uno scrigno di natura e storia,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/riparo-dalmeri-uno-scrigno-di-natura-e-storia/3115557-1-ita-IT/Riparo-Dalmeri-uno-scrigno-di-natura-e-storia.jpg,"Tutte le domeniche dal 10.06 al 9.09 e mercoledì 15.08, come apertura straordinaria, alle ore 11.00 e 14.00 si potrà vivere un'avventura speciale fra escursione nei boschi e visita al sito archeologico &quot,Riparo Dalmeri&quot, guidati da un operatore del MUSE.Attività gratuita",,http://www.comunitavalsuganaetesino.it/content/download/213132/3115560/1/Riparo Dalmeri-1.jpg,2018-06-10T11:00:00+02:00,2018-09-09T14:00:00+02:00,ore 11.00 e ore 14.00 - apertura straordinaria mercoledì 15 agosto,,dal 10 giugno 2018 al 9 settembre 2018,"Riparo Dalmeri, Piana di Marcesina - Grigno",46.017035,11.635941,"Grigno, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38055, Italia",,,Tutti,gratuito,,,,Altro,,Biblioteca comunale O. Gasperini di Grigno (TN),,,,0461/765414,,museinfo@muse.it,http://www.muse.it,,esterno,,,0.0,,,
9acaa29807f0d5383add39841f1d6668,2018-06-09T17:30:00+02:00,2018-06-04T15:40:35+02:00,Magica Notte d'Estate,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/magica-notte-d-estate/3113976-3-ita-IT/Magica-Notte-d-Estate.jpg,Maratona di Teatro dei Figli delle Stelle,"L'evento inizia alle ore 17.30 con &quot,Alice nel paese delle meraviglie&quot, e continua con sketch comici e improvvisazioni. Alle ore 21.00 debutterà &quot,VIALE PITENTINO 4&quot,, nuova creazione di Lorena Guerzoni. Durante tutta la serata si susseguiranno saggi teatrali, anteprime e per i più fortunati ci saranno anche dei regali. Vi aspettiamo!",http://www.comunitavalsuganaetesino.it/content/download/212948/3113979/4/Manifesto Magica Notte d'Estate.png,2018-06-09T17:30:00+02:00,2018-06-10T00:00:00+02:00,dalle 17.30 fino a mezzanotte,,sabato 9 giugno 2018,"Teatro di Ospedaletto, via Roma",46.04147,11.55442,"Via Roma, Pradanella, Ospedaletto, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38059, Italia",,,Tutti,Entrata libera,,,,Teatro,,Figli delle Stelle,,,,,,ass.teatrale.figlidellestelle@gmail.com,http://www.teatrofiglidellestelle.it/,,interno,,,0.0,,,
d5f8dedd28fd2385c49fa664e5e98181,2018-06-09T10:00:00+02:00,2018-05-30T14:29:51+02:00,VISITA GUIDATA ALLA TRINCEA DI GRIGNO,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/visita-guidata-alla-trincea-di-grigno/3113147-1-ita-IT/VISITA-GUIDATA-ALLA-TRINCEA-DI-GRIGNO.jpg,"Sono aperte le iscrizioni presso la biblioteca comunale &quot,O. Gasperini&quot, di Grigno per visitare gratuitamente la Trincea guidati dalla dott.ssa Lucia Dellagiacoma.",,http://www.comunitavalsuganaetesino.it/content/download/212822/3113150/1/trincea-20182.jpg,2018-06-09T10:00:00+02:00,2018-06-09T11:00:00+02:00,dalle 10.00 alle 11.00,,09 giugno 2018,Trincea di Grigno,46.017035,11.635941,"Grigno, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38055, Italia",,,Tutti,GRATUITO,,,,Altro,,Biblioteca comunale O. Gasperini di Grigno (TN),,,,0461/765414,,grigno@biblio.infotn.it,,,esterno,,,0.0,,,
93fccada254a61e8bbfe65eeecadfcde,2018-06-06T20:30:00+02:00,2018-05-12T09:31:00+02:00,"Presentazione del libro ""Agrippino Russo: maestro e filmmaker"" e proiezione di due cortometraggi",,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/presentazione-del-libro-agrippino-russo-maestro-e-filmmaker-e-proiezione-di-due-cortometraggi/3110186-1-ita-IT/Presentazione-del-libro-Agrippino-Russo-maestro-e-filmmaker-e-proiezione-di-due-cortometraggi.jpg,"Presentazione del libro a cura di Massimo Libardi e proiezione dei cortometraggi &quot,Tre carte una storia&quot, e &quot,La guerra di Piero&quot,",,http://www.comunitavalsuganaetesino.it/content/download/212577/3110189/1/05 Russo_locandina.pdf,2018-06-06T20:30:00+02:00,2018-06-06T22:30:00+02:00,,,,,46.051623,11.410303,"Roncegno Terme, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38050, Italia",,,Tutti,,,,,"Cinema,Presentazione libro",,Comune di Roncegno Terme,,,,,,,,,interno,,,0.0,,,
7c03d5171b3966922c54894f522c717d,2018-06-05T21:00:00+02:00,2018-03-23T10:52:47+01:00,Pavel Ansemble,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/pavel-ansemble/3094616-1-ita-IT/Pavel-Ansemble.jpg,I concerti del martedì,"
Pavel Ansemble
Rony Creter: viola
Alessandro Terrin: clarinetto
Antonio Tarallo: pianforteMusiche: Mozart, Reinecke, Bruch",http://www.comunitavalsuganaetesino.it/content/download/211204/3094619/1/CALENDARIO CONCERTI 2018.pdf,2018-06-05T21:00:00+02:00,2018-06-05T23:00:00+02:00,Alle 21,,Il 6 giugno 2018,"Casa di salute Raphael, Palace Hotel, Roncegno Terme",46.049868,11.40914,"Casa Raphael Palace Hotel, Via Waiz, Maso Vazzena, Masetti, Roncegno Terme, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, Italia",Direzione artistica: Santo Albertini ed Edoardo Bruni,,Tutti,Ingresso libero,,,,"Musica,Musica classica",I concerti del martedì,,,,,0461 772000,,info@arsmodi.it,http://www.casaraphael.com/|www.casaraphael.com,,interno,,,0.0,,,
048003f5bda430da7687f15302d681ec,2018-06-05T13:47:00+02:00,2018-06-05T13:56:28+02:00,Letture di inizio estate,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/letture-di-inizio-estate/3115090-1-ita-IT/Letture-di-inizio-estate.jpg,La biblioteca di Telve invita tutti i bambini alle letture di inizio estateseguirà un piccolo laboratorio,La biblioteca di Telve invita tutti i bambini alle letture di inizio estate.Seguirà un piccolo laboratorio.Ai bambini che parteciperanno consigliamo di portare una forbice e una bottiglia di plasticagiovedì 7 giugno 2018 ore 16.30biblioteca di Telve,http://www.comunitavalsuganaetesino.it/content/download/213072/3115093/1/letture 7 giugno_Layout 1.pdf,2018-06-05T13:47:00+02:00,2018-06-07T18:00:00+02:00,dalle 16.30 alle 18.00,,giovedì 7 giugno 2018,"biblioteca di telve, piazzale depero, 2",46.071047,11.479417,"Piazzale Depero, Nale, Batistoti, Telve, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, Italia",,,Bambini,,,,,Altro,,Biblioteca comunale di Telve,,,,0461766714,,telve@biblio.infotn.it,,,interno,,,0.0,,,
d10b0d3e7879dfe98fa8d945e5f4ed20,2018-06-04T20:00:00+02:00,2018-06-02T16:45:05+02:00,Arsenico e vecchi merletti,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/arsenico-e-vecchi-merletti/3114342-1-ita-IT/Arsenico-e-vecchi-merletti.jpg,Il Laboratorio teatrale dell'Istituto Degasperi di Borgo Valsugana presenta Arsenico e vecchi merletti,,,2018-06-04T20:00:00+02:00,2018-06-04T22:00:00+02:00,Alle 20,,Il 4 giugno 2018,"Teatro del polo scolastico, Borgo Valsugana",46.053857,11.461095,"Istituto D&#039,Istruzione Alcide Degasperi, 7, Via XXIV Maggio, Crosetta, Olle, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alt",,,Tutti,Ingresso libero,,,,Teatro,,,,,,,,,,,interno,,,0.0,,,
