remoteId,published,modified,Titolo,Eventuale sottotitolo,Identificativo dell'evento,Tipo di evento,Argomenti,Iniziativa di cui fa parte,Tempo di lettura,Descrizione breve,Descrizione completa,Galleria immagini,Video,Destinatari,Informazioni sui destinatari,Luogo dell'evento,Parole chiave,Locandina,Punti di contatto,Date ed orari dell'evento,E' gratuito,Offerta,Allegati,Presenti all'evento,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Organizzatori,Sponsor,Servizio di traduzione curato da,Patrocinio,Valutazione dell'evento,Lingue usate all'evento,Recensione,Indicato per,Numero massimo di posti
Nonni dimenticoni,,Giornata informativa,"Popolazione e società
Protezione sociale
Assistenza agli invalidi
Integrazione sociale",,2,"Serata informativa nel mese di sensibilizzazione e informazione sull'Alzheimer e altri tipi di demenza.Ciclo di incontri per spiegare l’Alzheimer ai bambini da 3 a 8 anni, con letture animate.","L'Ufficio Politiche a favore delle persone non autosufficienti del Servizio Politiche sanitarie e per la non autosufficienza, della Provincia Autonoma di Trento promuove il &quot,mese di sensibilizzazione e informazione sull'Alzheimer e altri tipi di demenza&quot,.Alzheimer spiegato ai bambini. Letture animate per bambini dai 3 ai 8 anni.Tutti i lunedì del mese di settembre a Riva del Garda: il 5 alle 15.30 alla Biblioteca di Matisse (Luogo Comune), il 12 alle 15.30 al parco del rione Degasperi, il 19 alle 15.30 al parco di Sant’Alessandro e il 26 alle 15.30 al parco del Pernone (Varone). Informazioni: 349 8496068, luogocomune.riva@gmail.com.",2022 Alzheimer,,Adulti,Anziani,Famiglie,Giovani,,,,https://www.altogardaeledro.tn.it/content/download/2357/67248/2/Locandina-AlzheimerFest2022.pdf,"Associazione ""Luogo Comune""",,,,,,,,Sportello Sociale,,,,,,,,0.0,
COME GRU DIVENTA CATTIVISSIMO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Kyle Balda, Brad AblesonUsa, 2022 | Animazione, avventura, family | Durata 90’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Gianni Amelio.Con Luigi Lo Cascio, Elio Germano, Sara Serraiocco | Italia, 2022 | Drammatico | durata 130’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
L’ULTIMO RACCOLTO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Carla Simòn.
Con Jordi Pujol Dolcet, Anna Otin, Xènia Roset.Spagna, Italia, 2022 | Drammatico | durata 120","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Gianni Amelio.Con Luigi Lo Cascio, Elio Germano, Sara Serraiocco | Italia, 2022 | Drammatico | durata 130’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Luca Miniero.
Con Stefano Fresi, Giovanni Storti, Carlo Buccirosso.Italia, 2022 | Commedia | durata 105","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Luca Miniero.
Con Stefano Fresi, Giovanni Storti, Carlo Buccirosso.Italia, 2022 | Commedia | durata 105","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Baz Luhrmann.
Con Tom Hanks, Austin Butler, Luke Bracey.
Australia, Stati Uniti d’America, 2022Biografico, Musicale | durata 159’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Baz Luhrmann.
Con Tom Hanks, Austin Butler, Luke Bracey.
Australia, Stati Uniti d’America, 2022Biografico, Musicale | durata 159’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
MINIONS 2,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Kyle Balda, Brad AblesonUsa, 2022 | Animazione, avventura, family | Durata 90’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
IL TALISMANO DELLA FELICITÀ,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"PIACERE DEL CINEMARegia di Annika Appelin.
Con Marie Richardson, Peter Storemare, Sussie Eriksson.Svezia, 2022 | Commedia, sentimentale | durata 100","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
IL VIAGGIO ALLA FINE DEL MONDO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"PIACERE DEL CINEMARegia di Pawo Choyning Dorji.
Con Sherab Dorji, Kelden Lhamo Gurung.Usa, 2021 | Drammatico | durata 110","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Ol Parker.
Con George Clooney, Julia Roberts, Billie Lourd.Usa, 2022 | Commedia, sentimentale | durata 104’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Ol Parker.
Con George Clooney, Julia Roberts, Billie Lourd.Usa, 2022 | Commedia, sentimentale | durata 104’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Ol Parker.
Con George Clooney, Julia Roberts, Billie Lourd.Usa, 2022 | Commedia, sentimentale | durata 104’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Luca Miniero.
Con Stefano Fresi, Giovanni Storti, Carlo Buccirosso.Italia, 2022 | Commedia | durata 105","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
IL TALISMANO DELLA FELICITÀ,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Annika Appelin.Con Marie Richardson, Peter Storemare, Sussie Eriksson. | Svezia, 2022 | Commedia, sentimentale | durata 100’Amore e cucina in Svezia. Una commedia che punta sui buoni sentimenti, sulle seconde possibilità e sulla libertà ritrovata. Karen è una donna di mezza età con una famiglia felice e una bella casa, ma quando alla festa del 40° anniversario di matrimonio scopre il tradimento del marito Sten, tutto cambia. Dopo una vita trascorsa a prendersi cura dei figli e del consorte, decide che è tempo di darsi una seconda possibilità: con l’aiuto delle amiche e seguendo la sua passione per la cucina, troverà un nuovo equilibrio.","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
IL VILLAGGIO ALLA FINE DEL MONDO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Pawo Choyning Dorji.Con Sherab Dorji, Kelden Lhamo Gurung, Ugyen Norbu Lhendup. | Bhutan, 2021 | Drammatico, avventura | durata 110’Un giovane insegnante del Bhutan moderno, Ugyen, si sottrae ai suoi doveri mentre progetta di andare in Australia per diventare un cantante e, come rimprovero, viene mandato ad insegnare ai bambini nella scuola più remota del mondo, in un villaggio chiamato Lunana, privo di elettricità e strumenti didattici. Quando sta per prendere la decisione di tornare a casa, i bambini e la straordinaria forza spirituale degli abitanti del villaggio gli faranno scoprire l’autenticità di un mondo tanto lontano quanto umano.","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Di Paolo Virzì.Con Silvio Orlando, Valerio Mastandrea, Elena Lietti, Tommaso Ragno, Claudia Pandolfi. | Italia, 2022 | Commedia, drammatico | durata 124’A Roma non piove da tre anni e la mancanza d’acqua stravolge regole e abitudini. Nella città che muore di sete e di divieti si muove un coro di personaggi, giovani e vecchi, emarginati e di successo, vittime e approfittatori. Le loro esistenze sono legate in un unico disegno, mentre cercano ognuno la propria redenzione. È lo sfondo su cui si muove il nuovo film di Paolo Virzì, Siccità, da un soggetto scritto insieme a Paolo Giordano con la collaborazione in sceneggiatura di Francesca Archibugi e Francesco Piccolo.","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
L’ULTIMO RACCOLTO,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Carla Simòn.Con Jordi Pujol Dolcet, Anna Otin, Xènia Roset, Albert Bosch. | Spagna/Italia, 2022 | Drammatico | durata 120'Catalogna. Nella campagna assolata, la famiglia Solé coltiva da sempre un vasto frutteto, offerto dai proprietari alla fine della guerra civile come ricompensa per un aiuto decisivo. Però non esiste alcun documento in proposito e quando gli eredi dei vecchi proprietari decidono di destinare ad altro uso i terreni, la famiglia Solé si trova invischiata in una imprevista e controversa epopea.","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Pupi Avati. Con Sergio Castellitto, Alessandro Sperduti, Enrico Lo Verso, Alessandro Haber. | Italia, 2022 | Storico, biografico | durata 94’Dante muore in esilio a Ravenna nel 1321. Settembre 1350. Giovanni Boccaccio viene incaricato di portare dieci fiorini d’oro come risarcimento simbolico a Suor Beatrice, figlia di Dante Alighieri, monaca a Ravenna nel monastero di Santo Stefano degli Ulivi. Nel suo lungo viaggio Boccaccio oltre alla figlia incontrerà chi, negli ultimi anni dell’esilio ravennate, diede riparo e offrì accoglienza al sommo poeta e chi, al contrario, lo respinse e lo mise in fuga. Ripercorrendo da Firenze a Ravenna una parte di quello che fu il tragitto di Dante, sostando negli stessi conventi, negli stessi borghi, nelle domande che pone e nelle risposte che ottiene, Boccaccio ricostruisce la vicenda umana di Dante, fino a poterci narrare la sua intera storia","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia Patrice Leconte.Con Gérard Depardieu, Aurore Clément, Mélanie Bernier, Jade Labeste. | Francia, Belgio, 2022 | Giallo | durata 89’“Mai Maigret fu più adatto. È il caso del grande Gérard Depardieu che con la sua andatura incerta, mentre fuma la pipa (anche se il medico gliel’ha sconsigliato) veste i panni del famoso personaggio letterario nato dalla penna di Georges Simenon. Protagonista di settantacinque romanzi e ventotto racconti di genere poliziesco rappresentati in numerose produzioni cinematografiche, radiofoniche e televisive, interpretato da cinesi, giapponesi e inglesi, nonché dall’italiano Gino Cervi, Maigret sembra essere stato scritto apposta per essere recitato dal grande attore francese.” (Giulia Lucchini – Cinematografo– 15 sttembre 2022)","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Di Paolo Virzì.Con Silvio Orlando, Valerio Mastandrea, Elena Lietti, Tommaso Ragno, Claudia Pandolfi. | Italia, 2022 | Commedia, drammatico | durata 124’A Roma non piove da tre anni e la mancanza d’acqua stravolge regole e abitudini. Nella città che muore di sete e di divieti si muove un coro di personaggi, giovani e vecchi, emarginati e di successo, vittime e approfittatori. Le loro esistenze sono legate in un unico disegno, mentre cercano ognuno la propria redenzione. È lo sfondo su cui si muove il nuovo film di Paolo Virzì, Siccità, da un soggetto scritto insieme a Paolo Giordano con la collaborazione in sceneggiatura di Francesca Archibugi e Francesco Piccolo.","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Brando Quilici.
Con Sunny Pawar, Claudia Gerini, Yoon C. Joyce,
Shi Yang, Amandeep Singh.Italia, 2022 | Avventura, family | durata 94’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Brando Quilici.
Con Sunny Pawar, Claudia Gerini, Yoon C. Joyce,
Shi Yang, Amandeep Singh.Italia, 2022 | Avventura, family | durata 94’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Brando Quilici.
Con Sunny Pawar, Claudia Gerini, Yoon C. Joyce,
Shi Yang, Amandeep Singh.Italia, 2022 | Avventura, family | durata 94’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Olivia Wilde.
Con Florence Pugh, Harry Styles, Olivia Wilde, Chris Pine.Usa, 2022 | Thriller | durata 120’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Olivia Wilde.
Con Florence Pugh, Harry Styles, Olivia Wilde, Chris Pine.Usa, 2022 | Thriller | durata 120’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di David Gordon Green.
Con Jamie Lee Curtis, Judy Greer, Andi Matichak, Nick Castle.Usa, 2022 | Horror | durata 111’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Di Paolo Virzì.
Con Silvio Orlando, Valerio Mastandrea, Claudia Pandolfi,
Tommaso Ragno.Italia, 2022 | Commedia drammatica | durata 124’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Di Paolo Virzì.
Con Silvio Orlando, Valerio Mastandrea, Claudia Pandolfi,
Tommaso Ragno.Italia, 2022 | Commedia drammatica | durata 124’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di David Gordon Green.
Con Jamie Lee Curtis, Judy Greer, Andi Matichak, Nick Castle.Usa, 2022 | Horror | durata 111’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Jaume Collet-Serra.
Con Dwayne Johnson, Pierce Brosnan, Sarah Shahi.Usa, 2022 | Azione, fantasy | durata 122’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia di Jaume Collet-Serra.
Con Dwayne Johnson, Pierce Brosnan, Sarah Shahi.Usa, 2022 | Azione, fantasy | durata 122’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"Regia Patrice Leconte.
Con Gérard Depardieu, Aurore Clément, Mélanie Bernier,
Jade Labeste.Francia, Belgio, 2022 | Giallo | durata 89’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
Chiusura uffici al pubblico,,Giornata informativa,"Governo e settore pubblico
Vita istituzionale",,2,Con decreto n. 11 di data 09.02.2022 è stato disposta la chiusura degli uffici della Comunità nella giornata di Lunedì 31 ottobre 2022.,,Chiusura_uffici,,Fasce generali di popolazione,,Comunità Alto Garda e Ledro,,,,,,,,,,,Segreteria e protocollo,,,,,,,,0.0,,,,
Figura a sostegno della persona fragile,,Giornata aperta,Popolazione e società,,2,Serata Informativa,"Mercoledì 16 novembre a partire dalle ore 18:00 è organizzata una serata informativa sul tema «L'Amministratore di sostegno: una figura a sostegno della persona fragile&quot,",Amministratore di sostegno,,Fasce generali di popolazione,,A.P.S.P. Residenza Molino,,https://www.altogardaeledro.tn.it/content/download/2670/79043/1/locandina+serata+info+16+novembre.pdf,,,,,,,,,Sportello Sociale,,,,,,,,0.0,,,,
Parco Fluviale della Sarca. Accordo di programma 2019/2021: Convocazione Forum Territoriale,,Giornata informativa,Ambiente,,2,Serata di confronto con le comunità della Sarca per presentare la proposta di Programma degli Interventi Triennale (2023/25) del Parco Fluviale Sarca,"Incontro del Forum Territoriale del Parco Fluviale della Sarca.Alle ore 20:30 di lunedì 14 novembre 2022 è organizzata una serata di confronto con le comunità della Sarca per presentare la proposta di Programma degli Interventi Triennale (2023/25) del Parco Fluviale Sarca elaborato in seguito alla fase di ascolto condotta sui territori nel corso dell’estate 2022.L'incontro avrà luogo presso la Sede del Parco Fluviale Sarca, in Viale Dante n. 46 in Tione di Trento (secondo piano, Sala Centro Studi Judicaria).Tutti i cittadini sono invitati.",BIM - Forum Territoriale,,Fasce generali di popolazione,,,,https://www.altogardaeledro.tn.it/content/download/2709/80404/2/03-98447405Volantino Forum Territoriale Sarca 14 novembre 202.pdf,BIM Sarca - Mincio - Garda,,,,https://www.altogardaeledro.tn.it/ocmultibinary/download/2709/80409/2/a80b0020f3375c5fa3295a9dab82ffc2.pdf/file/02-98447396Avviso pubblico - convocazione Forum Territoriale Parco Fluviale Sarca.pdf,,,,Segreteria e protocollo,,,,,,,,0.0,,,,
WAKANDA FOREVER,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Ryan Coogler.
Con Angela Bassett, Letitia Michelle Wright, Winston Duke, Danai Jekesai Gurira.Usa, 2022 | Azione, fantasy | durata 159'","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
WAKANDA FOREVER,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Ryan Coogler.
Con Angela Bassett, Letitia Michelle Wright, Winston Duke, Danai Jekesai Gurira.Usa, 2022 | Azione, fantasy | durata 159'","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
,,Proiezione cinematografica,"Istruzione, cultura e sport
Tempo libero",,2,"
Regia di Ruben Östlund.
Con Harris Dickinson, Charlbi Dean, Woody Harrelson.Svezia, Gran Bretagna, USA, Francia, 2022 | Commedia drammatica | durata 145’","INGRESSO:


INTERO 7,00€

RIDOTTO 5,00€ (over 65, minori 14 anni, studenti fino ai 25 anni)


APERTURA BIGLIETTERIA: 30 MINUTI PRIMA DELLA PROIEZIONE",,,Giovani,Famiglie,,Cinema,,,,,,,,,,,"Segreteria e protocollo
Patrimonio",,,,,,,,0,,,
