remoteId,published,modified,Titolo,Eventuale sottotitolo,Identificativo dell'evento,Tipo di evento,Argomenti,Iniziativa di cui fa parte,Tempo di lettura,Descrizione breve,Descrizione completa,Galleria immagini,Video,Destinatari,Informazioni sui destinatari,Luogo dell'evento,Parole chiave,Locandina,Punti di contatto,Date ed orari dell'evento,E' gratuito,Offerta,Allegati,Presenti all'evento,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Organizzatori,Sponsor,Servizio di traduzione curato da,Patrocinio,Valutazione dell'evento,Lingue usate all'evento,Recensione,Indicato per,Numero massimo di posti
b3afbbd6ce19a315097c48d27e4df4dd,2022-08-19T17:41:21+02:00,2022-08-19T17:41:21+02:00,Fine Estate a Mezombart 2022,,,"Evento culturale,Evento sociale","Agricoltura e alimentazione
Istruzione, cultura e sport
Popolazione e società",,2,Pro Loco Mezzolombardo APS,FINE ESTATE A MEZOMBART 2022Pro Loco Mezzolombardo APS DIVERTIMENTO --- MUSICA --- STAND GASTRONOMICI --- ARTE --- BALLO --- ASSOCIAZIONI --- DEGUSTAZIONI26/27/28 agosto 2022visionate il programma completo sul sito della Pro Loco a questo link!http://www.prolocomezzolombardo.it/fine-estate-2022/  ,"VE384 2022 07 27, 15 43 17",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5650/206474/1/locandina fine estate 2022.jpeg,,,,,,,,,Pro Loco Mezzolombardo,,,,,,,,0
7f413278093026b282b41da494e21501,2022-07-27T15:33:26+02:00,2022-07-27T15:33:26+02:00,Calici di Stelle 2022,,,Evento culturale,"Agricoltura e alimentazione
Istruzione, cultura e sport",,2,Nella Notte di San Lorenzo tintinnano i calici tra i vigneti del Convento!,"MERCOLEDÌ 10 AGOSTO 2022Convento dei Frati Francescani
Degustazione di vini e grappa accompagnati da deliziosi assaggi di prodotti del territorio preparati dallo ChefPaolo Dolzan e musica dal vivo.
Durante la serata, in collaborazione con la Fondazione Museo Civico di Rovereto avrete la possibilità di osservareil cielo notturno, sia ad occhio nudo, che attraverso il telescopio.Ingresso € 30,00 a persona (fino ad esaurimento posti)
Iscrizioni: Consorzio Turistico Piana Rotaliana Königsberg ETS
Corso del Popolo, 35 | Mezzolombardo
info@pianarotaliana.it | Tel: 0461 1752525In caso di maltempo l’evento verrà annullato e restituita la quota di iscrizione","VE383 2022 07 27, 15 29 15",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5552/202746/1/manifesto calici si stelle 2022.pdf,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/5552/202751/1/317e9d35e6651b61882e0380f2ad0a5a.pdf/file/pieghevoli calici si stelle 2022.pdf,,,,Pro Loco Mezzolombardo,,,,,,,,0
6aeca9e2f89267bea88f6ea9b3f99f55,2022-07-06T14:44:23+02:00,2022-07-06T14:44:23+02:00,Luci e sapori in Val del Rì,,,"Evento culturale,Evento sportivo","Istruzione, cultura e sport",,2,SAT Sezione di Mezzolombardo,"LUCI E SAPORI IN VAL DEL RI' - PERCORSO SERALE CON PUNTI GASTRONOMICISabato 16 luglio 2022Obbligatorio l'utilizzo di una fonte di luce per personaProgramma:ore 18.00 | ritrovo e distribuzione cartellini presso la sede SAT in via Trento 1ore 18.30 | inizio percorsoore 20.00 | ultime partenzePercorso: sede SAT Parco Dallabrida  - colle San Pietro - sentiero n. 602b Val del Rì - sentiero n. 602c Giuel - Bait dei Canai - Loc. PianiMenù Val del Rì: anguria e succo di sambucoMenù Bait dei Canai: risottoMenù ai Piani: tortel de patate cucinato dal &quot,Milan Club Mezzolombardo&quot, con affettati misti e formaggi, contorni, gelato, mezzo litro di acqua o un bicchiere di vino - con accompagnamento musicaleQUOTA DI ISCRIZIONE: adulti Euro 16,00 --- ragazzi (7-12 anni) Euro 10,00 --- Bambini (0-6 anni) gratisISCRIZIONI: fino a venerdì 15 luglio 2022 presso negozio &quot,Lo Sfuso&quot, di Mezzolombardo - via Roma 59 in orario di apertura (da lunedì a sabato 8.30-12, 15.30-19, chiuso il lunedì mattina)Possibilità di iscrizione anche il giorno della manifestazione con una maggiorazione di Euro 2,00per info: 351/5015053 - sat.mezzolombardo@gmail.com",Cattura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5466/199128/1/volantino SAT_LUCI E SAPORI 2022 versione finale.pdf,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/5466/199133/1/298c94949241f1a5ec8f457e9c884567.pdf/file/luci e sapori 2022 manifesto.pdf,,,,SAT Sezione di Mezzolombardo,,,,,,,,0
7b2f44abccee9aef23973aa38446df16,2022-06-28T16:11:24+02:00,2022-06-28T16:11:24+02:00,Cena Francescana,,,Evento sociale,"Agricoltura e alimentazione
Popolazione e società",,2,organizzato da Pro Loco Mezzolombardo APS,"CENA FRANCESCANAVenerdì 22 luglio 2022 | ore 20.00al Convento dei Frati Minori Francescani di MezzolombardoAi commensali saranno serviti: antipasto di affettati, formaggi, orzetto e strudel. Il tutto accompagnato da Teroldego, dall'amicizia dei Frati e dal canto del Coro Rigoverticale.Prezzo --- Euro 25,00 a persona. Il ricavato sarà interamente devoluto al Convento dei Frati Francescani di Mezzolombardo.Si consiglia di prenotare l'intero tavolto (8 posti), diversamente i tavoli verranno assegnati in base ai posti diponibili.Iscrizione presso: CONSORZIO TURISTICO PIANA ROTALIANA KOENIGSBERG ETS Corso del Popolo 35, Mezzolombardoinfo@pianarotaliana.it | Tel. 0461 1752525Orari: LUN-VEN (non festivi) 9.00-13.00 | 14.00-16.00","VE382 2022 06 28, 16 04 50",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5437/197895/1/IMG-20220624-WA0005.jpg,,,,,,,,,Pro Loco Mezzolombardo,,,,,,,,0
b96fba0e5b486a91a51e48a8a78e47e2,2022-06-28T16:02:10+02:00,2022-06-28T16:03:59+02:00,#PrepariamociLaGamba | SAT Sezione di Mezzolombardo,,,Evento sportivo,"Istruzione, cultura e sport",,2,Camminate serali,"“#PrepariamociLaGamba” con #BrindisiSottoLeStelle!Ultimo appuntamento per quest'annoMercoledì 29 giugnoRitrovo in sede SAT di Mezzolombardo | ore 19.40 | partenza ore 19.45, muniti di FRONTALINO.Destinazione: Baita CampedelTrasferimento con mezzi propri a Fai della Paganella, località Fontana Bianca. - Alcune macchine verranno portate al Passo Santel per il rientro -Da Fontana Bianca (m. 963) ci dirigiamo a piedi lungo il sentiero detto delle &quot,Scalacce&quot, n. 603 sino a località Pragrant, poi proseguiamo sullo stesso sentiero fino a Baita Campedel (m. 1371). Rientro sempre x il sentiero n. 603 verso il Passo Santel.Tempo di salita previsto: 2h circaTempo di discesa previsto: 1,30h circaDislivello: 400m circaGIRO AD ANELLORicordiamo che solo i soci SAT sono muniti di assicurazione.",SAT nuovo,,Fasce generali di popolazione,,,,,,,,,,,,,SAT Sezione di Mezzolombardo,,,,,,,,0
053460036e170b2989c9af4a08b9739f,2022-06-23T16:46:38+02:00,2022-06-23T16:47:02+02:00,Let's read together,,,Evento culturale,"Istruzione, cultura e sport",,2,Letture e laboratorio in inglese per bambini,"LET'S READ TOGETHER!Letture e laboratorio in inglese per bambiniMercoledì 29 giugno 2022 | ore 10.00 | per bambini 6-8 anniVenerdì 1 luglio 2022 | ore 10.00 | per bambini 3-5 annicon &quot,Read and more with Amy&quot, - Usborne partnerseguirà breve presentazione della casa editrice Usborneiscrizione gratuita ma obbligatoria in Biblioteca0461602648 --- biblioteca@comune.mezzolombardo.tn.it","VE377 2022 06 23, 16 44 46",,Bambini,,,,https://www.comune.mezzolombardo.tn.it/content/download/5414/197208/1/Loncandina LET'S READ TOGETHER.pdf,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/5414/197213/1/7e9df7f793f5cbd82eb37d2d0da8208f.pdf/file/Attività estive 2022.pdf,,,,Attività culturali- biblioteca ,,,,,Inglese,,"3-5 anni,6-8 anni",0
b500a4d7a6aca1b31f3c2dcd11694e40,2022-06-23T16:46:24+02:00,2022-06-23T16:46:24+02:00,Let's read together,,,Evento culturale,"Istruzione, cultura e sport",,2,Letture e laboratorio in inglese per bambini,"LET'S READ TOGETHER!Letture e laboratorio in inglese per bambiniMercoledì 29 giugno 2022 | ore 10.00 | per bambini 6-8 anniVenerdì 1 luglio 2022 | ore 10.00 | per bambini 3-5 annicon &quot,Read and more with Amy&quot, - Usborne partnerseguirà breve presentazione della casa editrice Usborneiscrizione gratuita ma obbligatoria in Biblioteca0461602648 --- biblioteca@comune.mezzolombardo.tn.it","VE377 2022 06 23, 16 44 46",,Bambini,,,,https://www.comune.mezzolombardo.tn.it/content/download/5412/197166/1/Loncandina LET'S READ TOGETHER.pdf,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/5412/197171/1/7e9df7f793f5cbd82eb37d2d0da8208f.pdf/file/Attività estive 2022.pdf,,,,Attività culturali- biblioteca ,,,,,Inglese,,"3-5 anni,6-8 anni",0
018fe732bfdf7bea7c1e3bf24901d28e,2022-06-22T18:09:53+02:00,2022-06-22T18:14:01+02:00,Dune | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Denis Villeneuve,"GLI STATI UNITI CONTRO BILLIE HOLIDAYRegia di Denis Villeneuve
con Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, Josh Brolin, Stellan SkarsgårdAvventura, Fantascienza | USA, 2021 | durata 155'-----Martedì 30 agosto 2022 | ore 21.00-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",Dune,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5382/195924/1/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
b6b1e323e492af1f8400a0d03d86df27,2022-06-22T18:01:28+02:00,2022-06-22T18:03:12+02:00,Gli Stati Uniti contro Billie Holiday | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Lee Daniels,"GLI STATI UNITI CONTRO BILLIE HOLIDAYRegia di Lee Daniels
con Andra Day, Garrett Hedlund, Natasha Lyonne, Tyler James Williams, Tone BellBiografico | USA, 2021 | durata 130'-----Martedì 23 agosto 2022 | ore 21.00-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",Glistatiuniticontrobillieholiday,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5379/195849/1/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
59ad9bd1da71fd2461c8a38b53113e86,2022-06-22T17:56:21+02:00,2022-06-22T18:25:52+02:00,Elvis | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Baz Luhrmann,"ELVISRegia di Baz Luhrmann
con Austin Butler, Tom Hanks, Helen Thomson, Richard Roxburgh, Olivia DeJongeBiografico, Drammatico, Musicale | USA, 2022 | durata 159'-----Martedì 9 agosto 2022 | ore 21.00-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",Elvis,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5377/195807/2/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
66285effe149d9dffabab70beef73417,2022-06-22T17:49:17+02:00,2022-06-22T18:20:08+02:00,Thor: love and thunder | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Taika Waititi,"THOR: LOVE AND THUNDERRegia di Taika Waititi
con Chris Hemsworth, Tessa Thompson, Natalie Portman, Taika Waititi, Christian BaleAzione, Avventura, Fantasy | USA, 2022 | durata 120'-----Martedì 2 agosto 2022 | ore 21.00-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",Thorloveandtunder,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5375/195765/3/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
118907b4fda1b3e359675d604eabfe78,2022-06-22T17:47:09+02:00,2022-06-22T18:18:14+02:00,Licorice pizza | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Paul Thomas Anderson,"LICORICE PIZZARegia di Paul Thomas Anderson
con Alana Haim, Cooper Hoffman, Sean Penn, Tom Waits, Bradley Cooper
Commedia, Drammatico | USA, 2021 | durata 133'3 candidature all’Oscar 2022-----Martedì 26 luglio 2022 | ore 21.30-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",Licoricepizza,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5373/195723/2/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
1d8155cbb28b9ef2a515aec12ed4ec5b,2022-06-22T17:40:13+02:00,2022-06-22T18:19:26+02:00,Lightyear: la vera storia di Buzz | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Angus MacLane,"LIGHTYEAR: LA VERA STORIA DI BUZZ
Regia di Angus MacLaneAnimazione | USA, 2022 | durata 100'-----Martedì 19 luglio 2022 | ore 21.30-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",Lightyear,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5371/195681/2/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
bc6d08852f6b4b1158b98263cbfcd50e,2022-06-22T17:24:14+02:00,2022-06-22T18:18:59+02:00,Top Gun: Maverick | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Joseph Kosinski,"TOP GUN: MAVERICK
Regia di Joseph Kosinski
con Tom Cruise, Jennifer Connelly, Jon Hamm, Val Kilmer, Monica BarbaroAzione | USA, 2022 | durata 130'-----Martedì 12 luglio 2022 | ore 21.30-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",TOPGUN,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5369/195639/2/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
ca214fa0708187879ed7174e6c47b609,2022-06-22T16:34:27+02:00,2022-06-22T17:24:05+02:00,Spencer | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Pablo Larraín,"SPENCERRegia di Pablo Larraín
con Kristen Stewart, Timothy Spall, Jack Nielen, Freddie Spry, Jack FarthingBiografico | USA, 2021 | durata 111'-----Martedì 5 luglio 2022 | ore 21.30-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",Spencer,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5367/195597/1/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
ae47c2acc8db33a35ac51848388ff299,2022-06-22T15:23:24+02:00,2022-06-22T16:34:11+02:00,Nostalgia | Cinema sotto le Stelle,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Mario Martone,"NOSTALGIARegia di Mario Martone
con Pierfrancesco Favino, Tommaso Ragno, Francesco Di Leva, Aurora QuattrocchiDrammatico | Italia, 2022 | durata 117'-----Martedì 28 giugno 2022 | ore 21.30-----Ingresso: biglietto unico 5,00 Euro Apertura biglietteria 30 minuti prima della proiezionein caso di maltempo la proiezione viene recuperata il giovedì",Nostalgia,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/5362/195420/1/CTT_MEZZOLOMBARDO_CINEMA-estate_loc31x46cm.jpg,,,,,,,,,"Comune di Mezzolombardo
Circolo culturale '78",,,,,,,,0
fd7bff5d6c356df649b1ef6d5ec7c130,2022-06-21T18:26:45+02:00,2022-06-21T18:40:30+02:00,#PrepariamociLaGamba | SAT Sezione di Mezzolombardo,,,Evento sportivo,"Istruzione, cultura e sport",,2,Camminate serali,"Mercoledì 22 giugnoRitrovo in sede SAT di Mezzolombardo | ore 19.50Partenza | ore 20.00muniti di FRONTALINO.Destinazione Flavon percorrendo il sentiero del BrentabikeTrasferimento con mezzi propri a TermonPartenza ed arrivo presso Campo Sportivo di Denno a Termon - GIRO AD ANELLO -Dislivello: 180 m     Lunghezza: 8 Km circaTempo di percorrenza intero giro: 1,45 hRientro in sede stimato ore 22.45Ricordiamo che solo i soci SAT sono coperti da assicurazione.",SAT nuovo,,Fasce generali di popolazione,,,,,,,,,,,,,SAT Sezione di Mezzolombardo,,,,,,,,0
52b02a8a264a671627582744f5ef5f32,2022-06-21T18:03:02+02:00,2022-06-21T18:04:09+02:00,Concerti a Corte 2022,,,Evento culturale,"Istruzione, cultura e sport",,2,Concerto The River Boys ,Venerdì 12 agosto 2022 | ore 21.00Concerto The River Boys dirige Giovanni Dalfovoin caso di maltempo presso il Teatro San Pietro di Mezzolombardoingresso liberoinfo whatsapp 339 5655938,"VE375 2022 06 21, 17 45 11",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5351/194973/1/IMG-20220616-WA0007.jpg,,,,,,,,,"Scuola musicale Guido Gallo
The river boys",,,,,,,,0
43c8fc0210ec1caa7c6fa7a85e58b469,2022-06-21T17:58:18+02:00,2022-06-21T18:02:54+02:00,Concerti a Corte 2022,,,Evento culturale,"Istruzione, cultura e sport",,2,Concerto del gruppo Le Rocce Rosse,Venerdì 5 agosto 2022 | ore 21.00Concerto del gruppo Le Rocce RosseRivisitazione di canti di montagnain caso di maltempo presso il Teatro San Pietro di Mezzolombardoingresso liberoinfo whatsapp 339 5655938,"VE375 2022 06 21, 17 45 11",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5350/194940/2/IMG-20220616-WA0007.jpg,,,,,,,,,Scuola musicale Guido Gallo,,,,,,,,0
fa3cb5740c528b0d1fdefc17e88f2320,2022-06-21T17:55:04+02:00,2022-07-06T15:29:35+02:00,Concerti a Corte 2022,,,Evento culturale,"Istruzione, cultura e sport",,2,Corpo musicale di Vigo-Darè,"Venerdì 29 luglio 2022 | ore 21.00Corpo musicale di Vigo-DarèDirige Luca Malesardipresso la Corte del Centro Culturale &quot,La Corte&quot,in caso di maltempo presso il Teatro San Pietro di Mezzolombardoingresso liberoinfo whatsapp 339 5655938","VE375 2022 06 21, 17 45 11",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5348/194874/3/IMG-20220616-WA0007.jpg,,,,,https://www.comune.mezzolombardo.tn.it/ocmultibinary/download/5348/194879/3/3a1b0f7abe9137380ab58701254ffcd0.jpg/file/concerto banda vigo darè.jpg,,,,"Banda Cittadina di Mezzolombardo
Scuola musicale Guido Gallo",,,,,,,,0
612187630a6a03a1aeab03b382c794f6,2022-06-21T17:52:39+02:00,2022-06-21T18:01:44+02:00,Concerti a Corte 2022,,,Evento culturale,"Istruzione, cultura e sport",,2,Concerto Jazz in collaborazione con Trentino Jazz,"Venerdì 15 luglio 2022 | ore 21.00Concerto Jazz in collaborazione con Trentino JazzFerdinando Romano - Totempresso la Corte del Centro Culturale &quot,La Corte&quot,in caso di maltempo presso il Teatro San Pietro di Mezzolombardoingresso liberoinfo whatsapp 339 5655938","VE375 2022 06 21, 17 45 11",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5347/194841/2/IMG-20220616-WA0007.jpg,,,,,,,,,Scuola musicale Guido Gallo,,,,,,,,0
328a4875f9846f063d56a69e64b56ec5,2022-06-21T17:49:41+02:00,2022-06-21T18:00:47+02:00,Concerti a Corte 2022,,,Evento culturale,"Istruzione, cultura e sport",,2,"Ama e ridi se amor risponde, piangi forte se non ti sente","Venerdì 8 luglio 2022 | ore 21.00Ama e ridi se amor risponde, piangi forte se non ti senteMonologo su F. De André con l'esecuzione delle sue più belle canzoni: di e con Luca Pegoraro e Maria Teresa Totti-Grandessopresso la Corte del Centro Culturale &quot,La Corte&quot,in caso di maltempo presso il Teatro San Pietro di Mezzolombardoingresso liberoinfo whatsapp 339 5655938","VE375 2022 06 21, 17 45 11",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5346/194808/2/IMG-20220616-WA0007.jpg,,,,,,,,,"Attività culturali- biblioteca 
Scuola musicale Guido Gallo",,,,,,,,0
30f2ac056a48b69e1cd3b0d433580724,2022-06-21T17:46:42+02:00,2022-06-21T17:59:49+02:00,Concerti a Corte 2022,,,Evento culturale,"Istruzione, cultura e sport",,2,"Concerto &quot,Omaggio a Napoli&quot,","Venerdì 1 luglio 2022 | ore 21.00CONCERTO &quot,OMAGGIO A NAPOLI&quot,Storia della Canzone Napoletana dal 1500 al 1900: sul palco la Compagnia IdeaMusica con Umberto e Sharon Annunziato, Elio Concadoro, Luciano Corradini, Enzo Daldosspresso la Corte del Centro Culturale &quot,La Corte&quot,in caso di maltempo presso il Teatro San Pietro di Mezzolombardoingresso liberoinfo whatsapp 339 5655938","VE375 2022 06 21, 17 45 11",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5345/194775/2/IMG-20220616-WA0007.jpg,,,,,,,,,Scuola musicale Guido Gallo,,,,,,,,0
946e23a64200da715fbf0aecf3681191,2022-06-21T15:34:25+02:00,2022-06-21T15:37:24+02:00,Fiera di San Pietro,,,"Evento culturale,Evento sociale","Economia e finanze
Popolazione e società",,2,"Tradizionale appuntamento con la Fiera di San Pietro, evento che appartiene alla Comunità di Mezzolombardo e che anima le vie della borgata.",,,,"Adulti,Anziani,Bambini,Famiglie,Giovani,Fasce generali di popolazione",,Comune di Mezzolombardo,,https://www.comune.mezzolombardo.tn.it/content/download/5336/194430/2/pieghevolispietro.pdf,,,,,,,,,"Attività economiche, sport e promozione ",,,,,,,,0
8d898a4b2fbf850268248a7ec26cd65d,2022-06-14T16:23:07+02:00,2022-06-14T16:25:17+02:00,#PrepariamociLaGamba | SAT Sezione di Mezzolombardo,,,Evento sportivo,"Istruzione, cultura e sport",,2,Camminate serali,"Mercoledì 15 giugnoRitrovo in sede SAT di Mezzolombardo | ore 19.50Partenza | ore 20.00muniti di FRONTALINO.Destinazione Masi di PressanoTrasferimento con mezzi propri a PressanoPartenza ed arrivo presso la chiesetta di Sant'Antonio a Pressano - GIRO AD ANELLO -Dislivello: 200 m     Lunghezza: 5,5 Km circaTempo di percorrenza intero giro: 1,45 hRientro in sede stimato ore 23.00Ricordiamo che solo i soci SAT sono coperti da assicurazione.",SAT nuovo,,Fasce generali di popolazione,,,,,,,,,,,,,SAT Sezione di Mezzolombardo,,,,,,,,0
a15047d07418f3ac01e69f965f84e46c,2022-06-09T17:24:31+02:00,2022-06-09T17:24:31+02:00,A spasso con le famiglie,,,"Evento culturale,Evento sociale","Istruzione, cultura e sport",,2,La caccia di San Giovanni,"APPM Onlus, in collaborazione con il Comune di Mezzolombardo, la Consulta dei Genitori IC Mezzolombardo-Paganella, l'Oratorio di Mezzolombardo, organizzano un URBAN SAFARI per famiglie, a scatti di smartphone per le vie del paese!Giovedì 23 giugno 2022a partire dalle ore 20.30Ritrovo presso il Cortile dell'Oratorio --- iscrizioni entro lunedì 20 giugno 2022",Cattura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5268/192149/1/La Caccia di San Giovanni.jpg,,,,,,,,,"APPM - Associazione Provinciale per i Minori onlus
Oratorio di Mezzolombardo",,,,,,,,0
e2e98e3d8a7690005128247fa9557dba,2022-06-07T12:07:10+02:00,2022-06-07T12:09:31+02:00,#PrepariamociLaGamba | SAT Sezione di Mezzolombardo,,,Evento sportivo,"Istruzione, cultura e sport",,2,Camminate serali,"Mercoledì 8 giugnoRitrovo in sede SAT di Mezzolombardo | ore 19.50Partenza | ore 20.00muniti di FRONTALINO.Destinazione Sentiero Acqua e Faggi a FaiTrasferimento con mezzi propri a Fai della Paganella. Partenza ed arrivo presso Cooperativa di Fai della Paganella - GIRO AD ANELLO - Dislivello: 200 m - Lunghezza: 5,5 Km circa - Tempo di percorrenza intero giro: 1,30 hRientro in sede stimato ore 22.30Ricordiamo che solo i soci SAT sono coperti da assicurazione.",SAT nuovo,,Fasce generali di popolazione,,,,,,,,,,,,,SAT Sezione di Mezzolombardo,,,,,,,,0
43c2824a1ba42f6e3e71813f7f365193,2022-05-23T15:47:44+02:00,2022-05-23T15:47:44+02:00,4^ MicoMarcia | Gruppo Micologico Rotaliano,,,Evento sportivo,"Istruzione, cultura e sport",,2,Mezzolombardo - Prà Grant (Fausior),"4^ MICOMARCIAorganizzata dal Gruppo Micologico RotalianoGiovedì 2 giugno 2022 Mezzolombardo - Prà Grant (Fausior)Gara non competitiva - 7.3 km - 1100 D+-----ore 7.30 | ritrovo in via Trento 1 - Mezzolombardo con assegnazione pettorali e consegna degli zainiore 9.00 | partenzaore 12.00 | pranzo (per i non partecipanti Euro 12,00)ore 13.30 | premiazioni-----Quota di partecipazione: euro 25,00 entro 28/05/2022 -- euro 30,00 il giorno della garae comprende: pacco gara, punti ristoro sul percorso, pranzo e bevandeINFO E ISCRIZIONI: Christian 328 6026391 - gmr.mezzolombardo@yahoo.comRECORD MANIFESTAZIONE: Guerri Gabriele - tempo 47'47''AL NUOVO RECORD PREMIO DI EURO 300,00 ED ALTRI RICCHI PREMI!","VE371 2022 05 23, 15 40 39",,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/5145/187655/1/LOCANDINA 4 MICOMARCIA 2022.pdf,,,,,,,,,Gruppo micologico rotaliano,,,,,,,,0
472dd974bffbaeef84137cdee4487ce7,2021-12-14T15:04:52+01:00,2021-12-14T15:05:15+01:00,The Matrix Resurrections | Cinema Weekend,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Lana Wachowski,"The Matrix ResurrectionsRegia di Lana Wachowskicon Keanu Reeves, Carrie-Anne Moss, Neil Patrick HarrisFantascienza, Azione | USA, 2021 -----Sabato 22 gennaio 2022 | ore 21.00Domenica 23 gennaio 2022 | ore 16.00-----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (&gt,65 e &lt,14 anni)Apertura biglietteria un'ora prima della proiezionePer l'accesso è necessario esibire il &quot,green pass&quot,",The Matrix Resurrections show more bodywork than The Originals,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/4054/148216/1/mezzolombardo_A3_cinema_dic_gen.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
