remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
9d8d3a8de2ee13ca83ed887f6d8e8386,2024-08-14T15:45:26+02:00,2024-08-14T16:01:03+02:00,Reintroduzione del gambero di fiume - Rete di Riserve del Fiume Brenta,,Evento di formazione,,,Serata pubblica per la presentazione dello studio di fattibilità per la traslocazione presso la Palude di Roncegno di parte della popolazione di gambero di fiume dello stagno artificiale di Rio Laguna a Grigno.,"Ambiente
Acqua","Vi segnaliamo l'incontro, organizzato dalla Rete di Riserve del Fiume Brenta, per la presentazione del piano Reintroduzione del gambero di fiume, con traslocazione dal Rio Laguna di Grigno alla ZSC Palude di Roncegno Terme.Il gambero di fiume è un crostaceo considerato ottimo indicatore della qualità delle acque; è inoltre una specie ombrello, ovvero una specie la cui conservazione comporta la conservazione di molte altre specie presenti nello stesso ecosistema, nel caso del gambero rappresentato dal reticolo idrografico superficiale minore. La specie presenta attualmente un tasso di estinzione molto elevato a livello nazionale ed europeo in quanto ha subito, nel corso degli ultimi dieci anni, una riduzione superiore al 50%. La reintroduzione rappresenta un potente strumento di recupero delle specie, poiché può determinare espansioni che, in alcuni casi, non sarebbero possibili senza l’intervento dell’uomo. Nel caso specifico, la popolazione sorgente si presenta particolarmente abbondante anche se sottoposta a fattori di pressione e minaccia, per questo si ritiene opportuna la traslocazione di una parte di essa presso un sito con adeguate condizioni ambientali. Dopo una serie di attente indagini su caratteristiche idriche, ambientali e chimiche su possibili aree di introduzione, si è individuato quale sito idoneo la Riserva naturale provinciale Palude di Roncegno, anche ZSC (Zona speciale di conservazione).Appuntamento mercoledì 21 agosto alle ore 20:00 presso la Sala Lenzi nella sede della Comunità di Valle Valsugana e Tesino (Piazzetta Ceschi 1, Borgo Valsugana).La serata è gratuita e aperta a tutti.
Lo studio di fattibilità del Piano di traslocazione è disponibile qui, sul sito della Rete di Riserve del Fiume Brenta.Dopo l’incontro pubblico, a seguito di pubblicazione di avviso all’albo dei due comuni direttamente interessati, sarà possibile far pervenire osservazioni scritte entro 15 giorni.",Reintroduzione del gambero di fiume,,,"Adulti,Anziani,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2386/38123/3/Reintroduzione+del+gambero+di+fiume+-+Locandina+png.pdf,,Contatti Ufficio Segreteria,,,,,,,,,,,0,2,,,,,
c2e48a368986ad83cbc244306679280e,2024-08-28T10:28:06+02:00,2024-08-28T11:14:55+02:00,Il libro come non lo avete mai letto,,Corso,,,"Nella mattinata di venerdì 6 settembre due incontri di approfondimento e aggiornamento bibliografico aperto a tutti, riguardante la scuola primaria e la scuola secondaria di primo grado",Tempo libero,"Vi aspettiamo a Il libro come non l'avete mai letto, due incontri di approfondimento e aggiornamento bibliografico a cura di Passpartù. Gli incontri sono aperti a tutti: genitori, insegnanti, bibliotecari e adulti interessati.I due incontri si terranno nella sala riunioni del Comune di Roncegno Terme:


venerdì 6 settembre - scuola primaria → ore 8:15 - 10:15;

venerdì 6 settembre - scuola secondaria di primo grado → ore 10:30 - 12:30.


L'ingresso è gratuito ma è richiesta la prenotazione, da effettuare presso la Biblioteca Comunale di Roncegno Terme.",Il libro come non lo avete mai letto,,,Adulti,,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2410/38472/3/Il+libro+come+non+l%27avete+mai+letto+2024+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
3d156ac7aa434258ea13aa8840bf8b77,2024-08-27T16:06:29+02:00,2024-08-29T11:42:03+02:00,Alla scoperta dei canti degli uccelli,,Evento di formazione,,,Vi aspettiamo in Località Fonti a Roncegno Terme per la spiegazione e la prova della collezione di richiami del Museo degli Strumenti Musicali Popolari di Roncegno Terme,"Tempo libero
Patrimonio culturale","Alla scoperta dei canti degli uccelli, un pomeriggio in cui potrete conoscere la storia e l'utilizzo della collezione di richiami del Museo degli Strumenti Musicali Popolari presso la sede dell'Associazione Cacciatori di Roncegno Terme, in Località Fonti.Seguirà la visita alla ex centralina elettrica.Appuntamento con Alla scoperta dei canti degli uccelli sabato 31 agosto alle ore 14:30 presso la ex centralina idroelettrica in Località Fonti.Per qualsiasi info contattare il numero 340 770 1815.",Alla scoperta dei canti degli uccelli,,,"Adulti,Famiglie,Bambini,Giovani,Anziani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2404/38337/3/Alla+scoperta+dei+canti+degli+uccelli+-+Locandina.jpg,,Museo degli Strumenti Musicali Popolari,,,,,,,,,,,0,2,,,,,
fc62c149ac6abe852881282cb1b43afe,2024-08-27T16:32:18+02:00,2024-08-29T11:37:47+02:00,Ronzegno Paese del me Cor,,Proiezione cinematografica,,,Vi aspettiamo in Piazza Montebello per la prima restituzione pubblica del progetto memoria 'na vòlta a Ronzégno,"Tempo libero
Patrimonio culturale","Vi aspettiamo alla serata Ronzegno Paese del me Cor, prima restituzione pubblica del progetto memoria 'na vòlta a Ronzégno.Appuntamento domenica 1 settembre alle ore 19:30 in Piazza Montebello.In caso di maltempo l'evento si terrà in teatro.",Ronzegno Paese del me Cor,,,"Adulti,Famiglie,Anziani,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2406/38382/3/Ronzegno+paese+del+me+cor+-+Locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
14e263d06ccf0eb66c5ac2bc4218a510,2024-09-10T10:49:43+02:00,2024-09-10T10:50:17+02:00,1° Raid dei 3 Passi,,"Mostra,Visita guidata",,,"Il 21 settembre vi aspetta l'evento 1° Raid dei 3 Passi, con un programma ricco e movimentato!","Tempo libero
Patrimonio culturale","Vi segnaliamo l'evento 1° Raid dei 3 Passi, organizzato dal Club Dame delle Dolomiti, con un ricco programma:


dalle ore 9:00 alle ore 10:00 raduno ed accoglienza nella Piazza del Municipio di Roncegno Terme (TN);

ore 10:00 partenza auto verso Passo Brocon;

ore 10:40 breve sosta alla Funivia Lagorai per shooting fotografico;

ore 12:15 pranzo all'Hotel Vezzana - Passo Rolle;

ore 14:00 partenza dall'Hotel Vezzana;

ore 15:00 visita e degustazione Birrificio Fiemme - Località Masi di Cavalese (TN);

ore 16:30 partenza da Birrificio Fiemme;

ore 17:15 passaggio da Passo Manghen;

ore 18:00 arrivo a Piazza del Municipio a Roncegno Terme (TN).


Il numero massimo delle auto ammesse è 30 (prodotte fino al 1999 con CRS).Viene richiesta la prenotazione al numero 349 161 7833 (Marco), disponibile anche per fornire ulteriori informazioni.Appuntamento sabato 21 settembre alle ore 9:00 nella Piazza del Municipio di Roncegno Terme (TN).",1° Raid dei 3 Passi,,,"Adulti,Giovani",,Palazzo del Municipio,,,,Maggiori informazioni sugli eventuali costi dell'evento si riceveranno contattando Club Dame delle Dolomiti,,https://www.comune.roncegnoterme.tn.it/content/download/2436/38964/2/Primo+Raid+dei+3+Passi+-+Locandina.jpg,,A. S. D. Dame delle Dolomiti,,,,,,,,,,,30,2,,,,,
5434aa7ef426bc159a52076a97ec40ca,2024-09-03T11:40:00+02:00,2024-09-11T10:50:19+02:00,Figlia di madre che non consente di essere nominata,,Presentazione libro,,,"Presentazione del libro Figlia di madre che non consente di essere nominata, con l'autrice Emanuela Bizzotto in dialogo con Maria Angela Zadra",Tempo libero,"Vi aspettiamo alla presentazione del libro Figlia di madre che non consente di essere nominata, assieme all'autrice Emanuela Bizzotto in dialogo con Maria Angela Zadra:È il due marzo 1976 quando a Trento viene alla luce Emanuela, una bambina dagli occhi azzurri e del carattere inquieto. La sua nascita è il punto in cui si incrociano, senza saperlo, le storie di due famiglie diversissime, legate però da un imprevedibile destino di affetto. Perché la mamma biologica della piccina, Luisa, stravolta dai rovesci di una esistenza non facile, non si può occupare di lei, e non può che scegliere di separarsene immediatamente, dandola in adozione subito dopo aver partorito. La bambina trova poco dopo in Angelina e Gino dei genitori che la ricoprono di amore, dimostrando che le regole dettate dal cuore sanno essere ben più forti di quelle del sangue. Ma un bisogno insopprimibile di verità e di identità porta Emanuela, divenuta adulta e a sua volta madre, a voler sciogliere lo strano dubbio che fin dall'infanzia la aveva sempre fatta sentire diversa. Intraprende quindi una coraggiosa indagine alla ricerca di colei che la aveva messa al mondo. I passi della sua ricerca divengono le pagine di un racconto caldo, pieno di emozione, che nel descrivere una vicenda personale illustra uno spaccato della vita italiana del secondo Novecento. E soprattutto, con una attenta analisi del mondo delle adozioni si sofferma sul significato profondo della famiglia. Le parole sono vivide, accese delle emozioni più sincere che una storia raccontata dalla viva voce della protagonista sa dare. Emanuela svela la propria esperienza senza paure, perché possa magari servire da ispirazione, e per far riflettere sui valori più autentici dell'essere genitori e dell'essere figli.Appuntamento giovedì 12 settembre alle ore 18:00 alla Sala del Camino di Casa Raphael.L'evento è in collaborazione con la Libreria Il Ponte di Borgo Valsugana.",Figlia di madre che non consente di essere nominata,,,"Adulti,Anziani,Giovani",,Casa Raphael,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2434/38919/3/Figlia+di+madre+che+non+consente+di+essere+nominata+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
6c11a48c2b11801035d0a124b911f4ee,2024-08-27T17:41:16+02:00,2024-09-13T09:47:53+02:00,Festival Internazionale della Lirica,,Manifestazione musicale,,,"Il Festival Internazionale della Lirica della Valsugana e della Vigolana, organizzato dalla Belcanto Academy, farà tappa anche a Roncegno Terme","Tempo libero
Patrimonio culturale","Vi segnaliamo la serata del Festival Internazionale della Lirica della Valsugana e della Vigolana, organizzato dalla Belcanto Academy.Appuntamento sabato 14 settembre alle ore 21:00 presso Casa Raphael - Palace Hotel a Roncegno Terme.Ingresso libero e gratuito.Il calendario completo con tutti gli appuntamenti di Belcanto Academy è il seguente:


16 luglio - Grigno - Antica Pieve - ore 20:30;

14 settembre - Roncegno Terme - Casa Raphael Palace Hotel - ore 21:00;

11 ottobre - Levico Terme - Municipio - ore 20:30;

12 ottobre - Grigno - Antica Pieve - 21:00;

15 ottobre  - Strigno - Chiesa Parrocchiale - ore 21:00;

8 novembre - Castel Ivano - Castello di Ivano Fracena - ore 21:00;

9 novembre - Levico Terme - Municipio - 20:30;

11 novembre - Calliano - Castel Pietra - ore 21:00;

12 novembre - Borgo Valsugana - Auditorium Degasperi - ore 21:00;

8 dicembre - Vigolo Vattaro - Teatro Parrocchiale - ore 21:00;

10 dicembre - Borgo Valsugana - Auditorium Degasperi - ore 21:00.


Per informazioni contattare:


via email → academybelcanto@gmail.com;

whatsapp → 348 359 0567.


",Festival Internazionale della Lirica,,,"Adulti,Anziani",,Casa Raphael,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2408/38427/4/Festival+Internazionale+della+Lirica+-+serata+a++Roncegno+Terme+-+Locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
3143916e7311148097411e1141fac063,2024-09-10T16:41:57+02:00,2024-09-18T11:47:30+02:00,Lectura Dantis - l'altre cose ch'i v'ho scorte,,Lettura (pubblica),,,"Lectura Dantis - l'altre cose ch'i v'ho scorte, evento nell'ambito della manifestazione &quot;in ricordo di Vitaliano Modena&quot;","Tempo libero
Patrimonio culturale","Nell'ambito della manifestazione In ricordo di Vitaliano Modena vi invitiamo a Lectura Dantis - l'altre cose ch'i v'ho scorte con Laura Baldassarre, voce e piano, e Francesco Centorame, voce.La Lectura Dantis di Laura e Franceso porta in scena i canti più belli della Divina Commedia dove la potenza del verso è veicolata dalla musica che amplifica ciò che il verso sugerisce insieme alla voce che diventa anch'essa strumento musicale permettendo alla parola di prendere corpo e vita, permettendo al non verbale di disegnare e approfondire l'emotività dei personaggi. Lo spettatore viene condotto in un onirico viaggio emozionale dall'Inferno al Paradiso, dal buio alla luce, dove la parola si fonde con le note di Beethoven, Mozart, Mendhelsson, Bach, Albéniz, evocando i personaggi più iconici della Divina Commedia: Paolo e Francesca, Caronte, Ulisse, Ugolino.Appuntamento giovedì 19 settembre alle ore 21:00 al Salone delle Feste di Casa Raphael, Roncegno Terme.Evento in collaborazione con l'Associazione InDialogo e SlowCinema, con il contributo della Cassa Rurale Valsugana e Tesino.Ingresso libero e gratuito fino a esaurimento posti.",Lectura Dantis - l'altre cose ch'i v'ho scorte,,,"Adulti,Anziani,Famiglie,Giovani",,Casa Raphael,,,,,,,https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2442/39069/7/c2a89fc73511c910c54335773bd06c89.pdf/file/In%2Bricordo%2Bdi%2BVitaliano%2BModena%2B-%2BProgramma.pdf|https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2442/39069/7/c07f66eac518b2387d47a7be8dfb4010.png/file/Lectura%2BDantis%2B-%2BLocandina.png,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
95d67a19a5f645599f84934bc26857fd,2024-09-14T11:32:05+02:00,2024-09-18T10:57:15+02:00,La Biblioteca Comunale viene intitolata a Vitaliano Modena,,Convegno / Conferenza,,,Convegno di studi e intitolazione della Biblioteca Comunale di Roncegno a Vitaliano Modena,"Tempo libero
Patrimonio culturale","La Biblioteca Comunale di Roncegno Terme vi invita al convegno di studi in ricordo di Vitaliano Modena, che culminerà con l'intitolazione della Biblioteca a Vitaliano Modena. Di seguito il programma completo della mattinata.Convegno di studi - sabato 5 ottobre dalle ore 9:30 al Salone delle Feste di Casa Raphael.


ore 9:30 Stefano Modena (Presidente Associazione InDialogo) e Mirko Montibeller (Sindaco di Roncegno Terme) - Introduzione dei lavori e ricordo di Vitaliano Modena;

ore 10:00 Italo Franceschini (Presidente della Società di Studi Trentini di Scienze Storiche) - Storie individuali in una memoria collettiva;

ore 10:30 Maria Luisa Brioli (FAI Scuola) - Lo stabilimento balneare nella vita della borgata;

ore 11:00 Elena Libardi (responsabile della Biblioteca di Levico Terme) - Il termalismo in Trentino tra fine Ottocento e inizio Novecento;

ore 11:30 Stefano Bertozzi (medico di Casa Raphael) - Prospettive delle cure termali a Roncegno Terme.


Modera Daniele Benfanti caporedattore de “Il T Quotidiano”Intitolazione della Biblioteca Comunale di Roncegno Terme a Vitaliano Modena - sabato 5 ottobre dalle ore 12:00 al Municipio di Roncegno Terme.


ore 12:00 - Intitolazione della Biblioteca comunale di Roncegno Terme a Vitaliano Modena;

ore 12:30 - Rinfresco finale al Palace Hotel.


Evento in collaborazione con l'Associazione InDialogo e SlowCinema, con il contributo della Cassa Rurale Valsugana e Tesino.",La Biblioteca Comunale viene intitolata a Vitaliano Modena,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Palazzo del Municipio,,,,,,,https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2451/39220/3/09e0b08690a20cc81e4b865a056e0963.pdf/file/In%2Bricordo%2Bdi%2BVitaliano%2BModena%2B-%2BProgramma%2B%25281%2529.pdf,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
0348f5ca5b25931af45d288d1b869c10,2024-09-19T11:27:40+02:00,2024-09-19T11:27:40+02:00,Letture per la festa dei nonni,,Lettura (pubblica),,,"La Biblioteca Comunale di Roncegno Terme vi invita a le Letture per la festa dei nonni, appuntamento aperto a tutti in casa di riposo a Roncegno Terme",Tempo libero,"Nell'ambito del progetto &quot;evviva le nonne e i nonni&quot;, promosso in collaborazione con la Comunità Valsugana e Tesino e Spazio Argento, la Biblioteca Comunale di Roncegno Terme vi inviata alle Letture per la festa dei nonni alla casa di riposo di Roncegno Terme.L'accesso è libero e per tutti.Appuntamento sabato 28 settembre alle ore 10:30 alla casa di riposo di Roncegno Terme.Evento in collaborazione con APSP di Roncegno.",Letture per la festa dei nonni,,,"Adulti,Bambini,Famiglie,Giovani,Anziani",,"Azienda Pubblica di Servizi alla Persona ""San Giuseppe""",,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2452/39255/1/Letture+per+la+festa+dei+nonni+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
7aac24bac3d7e11b342dc2b04c6f99b6,2024-09-21T11:05:03+02:00,2024-09-24T14:47:23+02:00,Turismo delle Radici: tra Štivor e Roncegno,,Convegno / Conferenza,,,"Turismo delle Radici: tra Štivor e Roncegno, vi aspettiamo alla serata che racconta le origini e le motivazioni dell'emigrazione a Štivor. ","Tempo libero
Patrimonio culturale","Turismo delle Radici: tra Štivor e Roncegno è una serata che racconta le origini e le motivazioni dell'emigrazione a Štivor. Durante l'evento interverranno:


Elisa Abolis → Štivor: un'oasi trentina in Bosnia;

Edvard Cucek → le sfide e le temperie culturali del secolo breve a Štivor;

Ignac Andreata → dal passato al presente attraverso gli occhi della gente.


A seguire aperitivo €10,00 da pagare al momento dell'arrivo all'Albergo Villa Rosa. Le prenotazioni per l'aperitivo vanno effettuate entro giovedì 26 settembre alle ore 12:00 in Biblioteca Comunale di Roncegno Terme.L'ingresso alla serata è libero, non vincolato alla consumazione dell'aperitivo.Appuntamento venerdì 27 settembre alle ore 18:00 presso l'Albergo Villa Rosa.",Turismo delle Radici: tra Štivor e Roncegno,,,"Adulti,Anziani,Giovani",,Palazzo del Municipio,,,,"La partecipazione all'evento è libera e gratuita, se si vuole partecipare all'aperitivo finale vi chiediamo di prenotarvi in Biblioteca Comunale di Roncegno Terme entro giovedì 26 settembre alle ore 12:00.Il costo dell'aperitivo è di €10,00, da pagare al momento dell'arrivo all'Albergo Villa Rosa.",,https://www.comune.roncegnoterme.tn.it/content/download/2457/39339/5/Tra+%C5%A0tivor+e+Roncegno+-+Locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
e3ca72e51a7a3ad1d1cff42619116afa,2024-10-05T09:55:00+02:00,2024-10-08T09:13:09+02:00,Passeggiata alla scoperta dell'ex-centralina elettrica in Località Fonti,,Visita guidata,,,Attività organizzata nell'ambito della Festa della Castagna.,"Tempo libero
Patrimonio culturale","Nell'ambito della Festa della Castagna la Biblioteca Comunale di Roncegno organizza la Passeggiata alla scoperta dell'ex-centralina elettrica in Località Fonti con Marta Baldessari.L'attività è a numero chiuso, massimo 25 persone, ed è richiesta la prenotazione in Biblioteca, da effettuare entro venerdì 18 ottobre alle ore 12:00.Appuntamento sabato 19 ottobre alle ore 9:30, ritrovo davanti alla Biblioteca Comunale di Roncegno.La centrale elettrica di Roncegno Terme, una delle prime in Trentino, fu costruita per fornire energia elettrica alle Terme e alla borgata. Venne ultimata nel 1893, per volontà dei fratelli Waiz, e rimase in funzione fino al 1963. Era alimentata dai rivi Larganza e Larganzola.",Passeggiata alla scoperta dell'ex-centralina elettrica in Località Fonti,,,"Adulti,Famiglie,Giovani,Anziani,Bambini","Vi consigliamo di indossare abbigliamento da trekking e scarpe adeguate alle camminate, nonché di portarvi una ventina.",Sede Biblioteca Comunale,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2487/40767/4/Passeggiata+Centrale+Elettrica+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,25,2,,,,,
f230f4290a403f031140fbeff94dd49f,2024-10-08T15:04:04+02:00,2024-10-08T15:17:48+02:00,La navata - Daniela Segnana,,Lettura (pubblica),,,"Presentazione de La navata, libro di Daniela Segnana.",Tempo libero,"Nell'ambito della Festa della Castagna 2024 la Biblioteca Comunale Vitaliano Modena di Roncegno Terme organizza la presentazione del libro La navata di Daniela Segnana, in dialogo con la giornalista Fausta Slanzi.Appuntamento venerdì 18 ottobre alle ore 18:00 alla Sala del Consiglio Comunale a Roncegno Terme.La navata è un romanzo corale, in cui molti personaggi rivestono un ruolo primario. Tutti, però, ruotano in qualche modo intorno a Barbra, una brava giornalista di Phoenix che sta vivendo un periodo particolare. Chiusa in un mondo che al momento non la soddisfa, Barbra approfitta di un’occasione che le offre il suo giornale per cambiare ambiente e impegno lavorativo. La sua vita si complica e, piano piano, un’intricata ragnatela si stringe intorno a lei e a quanti, per diverse ragioni, sono coinvolti in eventi drammatici in un crescendo di tensione e colpi di scena. Attraverso un caleidoscopio di personaggi l’autrice indaga l’animo umano, dove bene e male non si dividono in modo netto ma si confondono, si sovrappongono in tonalità di grigio che ci fanno dubitare. C’è qualcuno totalmente malvagio? Forse solo la Bestia.",La navata - Daniela Segnana,,,"Adulti,Giovani",,Palazzo del Municipio,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2493/40881/3/La+navata+di+Daniela+Segnana+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
842216a26dfe0e7655ac92767b4e8732,2024-10-02T10:46:39+02:00,2024-10-08T16:02:41+02:00,Festa Patronale di Santa Brigida - Sagra dei Tordi,,Sagra,,,Ritorna la tradizionale Sagra di Santa Brigida.,Tempo libero,"Ritorna la Sagra dei Tordi, la festa patronale di Santa Brigida domenica 13 ottobre: alle ore 15:00 verrà celebrata la santa messa, a cui seguirà un momento di rinfresco con polenta, formai rostì e straboli organizzato dal comitato parrocchiale e dalla comunità di Santa Brigida.Si terrà anche il tradizionale campanò:


venerdì alle ore 16:30;

sabato alle ore 16:30

domenica, prima e dopo la messa.


Appuntamento domenica 13 ottobre alla Chiesa di Santa Brigida alle ore 15:00.",Festa Patronale di Santa Brigida - Sagra dei Tordi,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Chiesa di Santa Brigida,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2479/40629/4/Festa+Patronale+Santa+Brigida+-+locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
ce4698a1172dfd96720b6f57f8eca414,2024-10-08T15:45:13+02:00,2024-10-08T15:45:13+02:00,Autunno a colpi di spray,,Laboratorio,,,Laboratorio artistico nell'ambito della Festa della Castagna 2024,Tempo libero,"Nell'ambito della Festa della Castagna 2024 la Biblioteca Comunale Vitaliano Modena di Roncegno Terme propone il laboratorio Autunno a colpi di spray, a cura di Laura Ghianda Oselladore. Si tratta di un laboratorio per adulti e ragazzi, con bomboletta spray e stencil.Viene richiesta la prenotazione, da effettuare in Biblioteca entro venerdì 25 ottobre alle ore 12:00.Appuntamento sabato 26 ottobre dalle ore 14:30 alle ore 16:30 al gazebo del parco giochi di Piazza Montebello a Roncegno Terme.",Autunno a colpi di spray,,,"Bambini,Anziani,Giovani,Famiglie,Adulti",,Palazzo del Municipio,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2495/40929/1/Autunno+a+colpi+di+spray+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
7f3080010dc52622a227a36364dbed3e,2024-10-02T10:34:17+02:00,2024-10-08T16:04:45+02:00,(Ri)scoprire la storia della Chiesa di S. Brigida,,Visita guidata,,,Due appuntamenti per scoprire la storia della Chiesa di S. Brigida,"Tempo libero
Patrimonio culturale","(Ri)scoprire la storia della Chiesa di S. Brigida, due visite guidate per scoprire alcune curiosità sulla Chiesa e sulle sue opere artistiche, nell'ambito della festa patronale, la Sagra dei Tordi che si terrà il pomeriggio successivo, domenica 13 ottobre.Appuntamento sabato 12 ottobre 2024 alla Chiesa di Santa Brigida a Roncegno Terme:


turno 1 → ore 10:00;

turno 2 → ore 14:30.


",(Ri)scoprire la storia della Chiesa di S. Brigida,,,"Adulti,Famiglie,Giovani",,Chiesa di Santa Brigida,0,0,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2477/40581/3/Riscoprire+la+Chiesa+di+Santa+Brigida+-+locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
851ed0f9084692413c277f4e6902d0db,2024-03-14T18:32:00+01:00,2024-10-08T16:19:47+02:00,Casa Raphael - I concerti del martedì (XXIX edizione),,Evento culturale,,,"Appuntamento fisso ogni martedì, da marzo a novembre, alle 21:00 a Casa Raphael.",Tempo libero,"
GIOVANI TALENTI – FANTASIA ROMANTICAGianluca Faragli, pianoforte
Dal 2016 i Concerti del Martedì di Casa Raphael sono realizzati in collaborazione con l'Associazione Ars Modi.La programmazione completa delle serate è disponibile qui.",Casa Raphael - I concerti del martedì (XXIX edizione),,,"Adulti,Anziani,Famiglie",,Casa Raphael,0,0,,,,Ingresso gratuito con offerta libera.,,,,Casa Raphael - Palace Hotel,,,,,,,,,,,50,2,,,,,
f886f967c9595446ceec8bb0cb032066,2024-03-15T09:15:19+01:00,2024-10-08T16:22:06+02:00,Casa Raphael - I concerti del martedì (XXIX edizione),,Evento culturale,,,"Appuntamento fisso ogni martedì, da marzo a novembre, alle 21:00 a Casa Raphael.",Tempo libero,"
DUO ALBERTINI BRUNISanto Albertini, armonica cromatica – Edoardo Bruni, pianoforte
Dal 2016 i Concerti del Martedì di Casa Raphael sono realizzati in collaborazione con l'Associazione Ars Modi.La programmazione completa delle serate è disponibile qui.",Casa Raphael - I concerti del martedì (XXIX edizione),,,"Adulti,Anziani,Famiglie",,Casa Raphael,0,0,,,,Ingresso gratuito con offerta libera.,,,,Casa Raphael - Palace Hotel,,,,,,,,,,,50,2,,,,,
d95fcc17fb00ff24e945bdbf4ab16aea,2024-03-15T09:11:53+01:00,2024-10-08T16:21:07+02:00,Casa Raphael - I concerti del martedì (XXIX edizione),,Evento culturale,,,"Appuntamento fisso ogni martedì, da marzo a novembre, alle 21:00 a Casa Raphael.",Tempo libero,"
GIOVANI TALENTI – CONSERVATORIO DI BOLZANOStudenti del Conservatorio Monteverdi di Bolzano
Dal 2016 i Concerti del Martedì di Casa Raphael sono realizzati in collaborazione con l'Associazione Ars Modi.La programmazione completa delle serate è disponibile qui.",Casa Raphael - I concerti del martedì (XXIX edizione),,,"Adulti,Anziani,Famiglie",,Casa Raphael,0,0,,,,Ingresso gratuito con offerta libera.,,,,Casa Raphael - Palace Hotel,,,,,,,,,,,50,2,,,,,
b73fa6522249e5364a02268afd509932,2024-03-15T09:43:15+01:00,2024-10-08T16:22:58+02:00,Casa Raphael - I concerti del martedì (XXIX edizione),,Evento culturale,,,"Appuntamento fisso ogni martedì, da marzo a novembre, alle 21:00 a Casa Raphael.",Tempo libero,"
MOVENZE DI DONNAPaola Fumana, soprano – Chiara Brun, arpa
Dal 2016 i Concerti del Martedì di Casa Raphael sono realizzati in collaborazione con l'Associazione Ars Modi.La programmazione completa delle serate è disponibile qui.",Casa Raphael - I concerti del martedì (XXIX edizione),,,"Adulti,Anziani,Famiglie",,Casa Raphael,0,0,,,,Ingresso gratuito con offerta libera.,,,,Casa Raphael - Palace Hotel,,,,,,,,,,,50,2,,,,,
9d19f0a1e8f2d661d1518510bee4ed50,2024-03-15T09:17:16+01:00,2024-10-08T16:22:08+02:00,Casa Raphael - I concerti del martedì (XXIX edizione),,Evento culturale,,,"Appuntamento fisso ogni martedì, da marzo a novembre, alle 21:00 a Casa Raphael.",Tempo libero,"
DOLCEZZE E VIRTUOSISMI ALLA CHITARRAWalter Salin, chitarra
Dal 2016 i Concerti del Martedì di Casa Raphael sono realizzati in collaborazione con l'Associazione Ars Modi.La programmazione completa delle serate è disponibile qui.",Casa Raphael - I concerti del martedì (XXIX edizione),,,"Adulti,Anziani,Famiglie",,Casa Raphael,0,0,,,,Ingresso gratuito con offerta libera.,,,,Casa Raphael - Palace Hotel,,,,,,,,,,,50,2,,,,,
